ActualRel ActualDeg KINGDeg IBD1 IBD2 ERSADeg ERSARel PONDDeg
PHS 2 2 0.5362 0.0059 2 AV 2 
PO PO PO 0.9874 0.0115 PO PO PO 
PO PO PO 0.9951 0.0044 PO PO PO 
PO PO PO 0.9848 0.0125 PO PO PO 
PO PO PO 0.9799 0.0171 ERSAdeg ERSArel PO 
PO PO PO 0.9782 0.0174 PO PO PO 
PO PO PO 0.972 0.0269 PO PO PO 
MHS 2 2 0.5332 0.0059 2 HS 2 
MHS 2 2 0.5443 0.008 2 HS 2 
MHS 2 2 0.4983 0.0109 3 CO 2 
MHS 2 2 0.5889 0.0047 2 HS 2 
MHS 2 2 0.4994 0.0286 2 HS 2 
MHS 2 2 0.5106 0.0054 2 HS 2 
MHS 2 2 0.5153 0.0068 3 CO 2 
MHS 2 2 0.4944 0.0257 3 CO 2 
MHS 2 2 0.5576 0.0055 2 HS 2 
PO PO PO 0.9829 0.0168 PO PO PO 
GP 2 2 0.4839 0.0093 2 HS 2 
GP 2 2 0.4722 0.0062 2 HS 2 
GP 2 2 0.5266 0.0022 2 HS 2 
PO PO PO 0.9917 0.0079 PO PO PO 
GP 2 2 0.4486 0.0017 3 CO 2 
GP 2 2 0.4677 0.0051 3 CO 2 
GP 2 2 0.4571 0.0067 3 CO 2 
GP 2 2 0.4845 0.0089 ERSAdeg ERSArel 2 
GP 2 2 0.4747 0.0 2 HS 2 
GP 2 2 0.5522 0.0042 2 HS 2 
PO PO PO 0.9888 0.011 PO PO PO 
PO PO PO 0.9907 0.0067 PO PO PO 
PO PO PO 0.9706 0.0281 PO PO PO 
PO PO PO 0.9789 0.0181 PO PO PO 
PO PO PO 0.9735 0.0244 PO PO PO 
PO PO PO 0.9614 0.0349 PO PO PO 
PO PO PO 0.9903 0.0076 PO PO PO 
PO PO PO 0.9825 0.0155 PO PO PO 
PO PO PO 0.9941 0.0025 PO PO PO 
PO PO PO 0.9979 0.0017 PO PO PO 
PO PO PO 0.9894 0.0079 PO PO PO 
PO PO PO 0.9703 0.0283 PO PO PO 
FS FS FS 0.5556 0.2518 FS FS FS 
FS FS FS 0.4908 0.2859 FS FS FS 
FS FS FS 0.5086 0.1985 FS FS FS 
FS FS FS 0.5469 0.1817 FS FS FS 
PHS 2 2 0.4552 0.0129 2 HS 2 
PHS 2 2 0.5824 0.0153 2 AV 2 
PHS 2 2 0.7006 0.0112 FS FS 2 
PHS 2 2 0.5475 0.0079 2 AV 2 
PHS 2 2 0.499 0.033 2 HS 2 
FS FS FS 0.5485 0.2528 FS FS FS 
FS FS FS 0.533 0.2574 FS FS FS 
FS FS FS 0.4987 0.1811 FS FS FS 
PHS 2 3 0.3366 0.0052 3 CO 3 
PHS 2 2 0.5115 0.0 2 AV 2 
PHS 2 2 0.5108 0.0061 2 AV 2 
PHS 2 2 0.5799 0.0108 2 AV 2 
PHS 2 FS 0.4932 0.1133 2 AV 2 
FS FS FS 0.5133 0.2837 FS FS FS 
FS FS FS 0.488 0.2946 FS FS FS 
PHS 2 2 0.5318 0.0107 2 AV 2 
PHS 2 2 0.4329 0.0034 2 AV 2 
PHS 2 2 0.4926 0.0036 2 GP 2 
PHS 2 2 0.6864 0.004 FS FS 2 
PHS 2 2 0.528 0.0626 2 AV 2 
FS FS FS 0.5181 0.2843 FS FS FS 
PHS 2 2 0.4961 0.0077 2 AV 2 
PHS 2 2 0.562 0.0038 2 AV 2 
PHS 2 2 0.4366 0.0015 2 AV 2 
PHS 2 2 0.4094 0.003 2 HS 3 
PHS 2 2 0.5286 0.0505 2 HS 2 
PHS 2 2 0.6187 0.004 FS FS 2 
PHS 2 2 0.4904 0.0063 2 AV 2 
PHS 2 2 0.4117 0.0116 2 GP 3 
PHS 2 2 0.6409 0.0015 2 AV 2 
PHS 2 2 0.4548 0.0593 2 HS 2 
PHS 2 2 0.5362 0.0176 2 AV 2 
PHS 2 2 0.4977 0.0055 2 AV 2 
PHS 2 2 0.5943 0.0 2 AV 2 
PHS 2 2 0.495 0.0069 2 HS 2 
FS FS FS 0.4653 0.2468 FS FS FS 
PHS 2 2 0.5505 0.0102 2 AV 2 
PHS 2 2 0.4843 0.002 2 HS 2 
PHS 2 2 0.5592 0.0103 2 GP 2 
PHS 2 2 0.5029 0.0115 2 AV 2 
PHS 2 2 0.5486 0.0025 2 AV 2 
PO PO PO 0.9807 0.0186 PO PO PO 
PO PO PO 0.9785 0.0198 PO PO PO 
PO PO PO 0.9893 0.0096 PO PO PO 
PO PO PO 0.9787 0.0205 PO PO PO 
PO PO PO 0.9724 0.0258 PO PO PO 
PO PO PO 0.9834 0.0154 PO PO PO 
PO PO PO 0.967 0.032 PO PO PO 
MHS 2 2 0.5852 0.0049 2 HS 2 
MHS 2 FS 0.519 0.1056 2 HS 2 
MHS 2 2 0.5482 0.003 2 HS 2 
MHS 2 2 0.5343 0.0052 2 HS 2 
MHS 2 2 0.492 0.003 2 HS 2 
MHS 2 2 0.4977 0.0039 3 CO 2 
MHS 2 2 0.5238 0.0071 2 HS 2 
MHS 2 2 0.5856 0.0085 2 HS 2 
MHS 2 2 0.5195 0.0068 2 HS 2 
MHS 2 2 0.59 0.0114 2 AV 2 
MHS 2 2 0.5814 0.0062 2 HS 2 
PO PO PO 0.9871 0.0102 PO PO PO 
PO PO PO 0.9924 0.0067 ERSAdeg ERSArel PO 
PO PO PO 0.9952 0.003 ERSAdeg ERSArel PO 
PO PO PO 0.9907 0.0064 PO PO PO 
PO PO PO 0.9826 0.0154 PO PO PO 
MHS 2 2 0.5427 0.0088 2 HS 2 
MHS 2 2 0.4589 0.0113 3 CO 2 
MHS 2 2 0.537 0.0014 2 HS 2 
MHS 2 2 0.4594 0.0051 2 HS 2 
MHS 2 2 0.463 0.0016 3 CO 2 
MHS 2 2 0.5318 0.0062 2 HS 2 
MHS 2 2 0.5323 0.0031 2 HS 2 
MHS 2 2 0.5273 0.0024 2 HS 2 
PO PO PO 0.9841 0.0147 PO PO PO 
PO PO PO 0.9726 0.0259 PO PO PO 
PO PO PO 0.9856 0.0137 PO PO PO 
PO PO PO 0.9727 0.0261 PO PO PO 
PO PO PO 0.9683 0.0288 PO PO PO 
PO PO PO 0.9739 0.0227 PO PO PO 
PO PO PO 0.9796 0.0176 PO PO PO 
PO PO PO 0.9667 0.032 PO PO PO 
PO PO PO 0.9787 0.0189 PO PO PO 
PO PO PO 0.9758 0.0219 PO PO PO 
PHS 2 2 0.5586 0.0065 2 AV 2 
PHS 2 2 0.5941 0.0084 2 AV 2 
PHS 2 2 0.4994 0.0067 2 AV 2 
PHS 2 2 0.5221 0.0 2 AV 2 
PHS 2 2 0.4669 0.0071 2 HS 2 
PHS 2 2 0.5942 0.0022 2 AV 2 
PHS 2 2 0.5005 0.0167 2 HS 2 
PHS 2 2 0.5811 0.0052 FS FS 2 
PHS 2 2 0.5708 0.0053 2 AV 2 
PHS 2 2 0.4487 0.007 2 AV 2 
PHS 2 2 0.533 0.0039 2 AV 2 
PHS 2 2 0.6065 0.009 FS FS 2 
PHS 2 2 0.6185 0.0097 FS FS 2 
PHS 2 2 0.624 0.007 2 AV 2 
PHS 2 2 0.5558 0.0061 2 AV 2 
PHS 2 2 0.5526 0.0162 2 AV 2 
PHS 2 2 0.5784 0.0193 2 AV 2 
PHS 2 2 0.5508 0.0032 2 GP 2 
PHS 2 2 0.4476 0.0177 2 HS 2 
FS FS FS 0.4848 0.1791 FS FS FS 
PHS 2 2 0.6449 0.0134 FS FS 2 
PHS 2 2 0.4901 0.0077 2 AV 2 
PHS 2 2 0.6111 0.0061 2 HS 2 
PHS 2 2 0.5418 0.0062 2 AV 2 
PHS 2 2 0.4773 0.0051 2 AV 2 
PHS 2 2 0.5363 0.0118 2 HS 2 
PHS 2 2 0.611 0.0095 FS FS 2 
FS FS FS 0.5293 0.2021 FS FS FS 
PO PO PO 0.9625 0.0361 PO PO PO 
GP 2 2 0.6407 0.0076 2 AV 2 
GP 2 2 0.5007 0.0162 2 AV 2 
PO PO PO 0.9867 0.0098 PO PO PO 
PO PO PO 0.9798 0.0188 PO PO PO 
PHS 2 2 0.4523 0.0028 2 AV 2 
HV 3 3 0.263 0.0 3 CO 3 
HV 3 3 0.2828 0.0061 3 HV 3 
PHS 2 2 0.6091 0.0349 FS FS 2 
PO PO PO 0.9891 0.0082 PO PO PO 
GP 2 2 0.4637 0.0064 2 AV 2 
PO PO PO 0.9811 0.0148 PO PO PO 
GP 2 2 0.6419 0.0043 2 AV 2 
GP 2 2 0.5407 0.0064 2 HS 2 
PO PO PO 0.9688 0.029 PO PO PO 
GP 2 2 0.5737 0.0102 2 GP 2 
PO PO PO 0.9745 0.0231 PO PO PO 
PO PO PO 0.9701 0.0252 PO PO PO 
GP 2 2 0.6298 0.0049 2 HS 2 
GP 2 2 0.5988 0.0133 2 HS 2 
GP 2 2 0.5538 0.018 2 HS 2 
GP 2 2 0.5585 0.0039 3 CO 2 
FS FS FS 0.4812 0.2722 FS FS FS 
AV 2 2 0.593 0.0085 2 HS 2 
CO 3 2 0.3685 0.0073 3 CO 3 
CO 3 3 0.3068 0.0148 3 CO 3 
AV 2 2 0.609 0.0072 2 HS 2 
AV 2 2 0.5489 0.0011 3 CO 2 
FS FS FS 0.5024 0.2761 FS FS FS 
AV 2 2 0.5084 0.0069 2 HS 2 
CO 3 3 0.2656 0.0042 3 CO 3 
AV 2 2 0.5486 0.0029 2 HS 2 
PHS 2 2 0.575 0.0082 2 AV 2 
HV 3 3 0.2989 0.0098 3 HV 3 
PHS 2 2 0.6163 0.0031 2 AV 2 
HV 3 3 0.2836 0.0 3 CO 3 
HC 4 3 0.1875 0.0 4 NA 4 
HC 4 4 0.1501 0.0027 4 NA 4 
HC 4 3 0.1779 0.0012 4 NA 4 
HC 4 4 0.1717 0.0 4 NA 4 
HV 3 2 0.3657 0.0038 3 CO 3 
HV 3 2 0.4068 0.0068 3 CO 3 
HV 3 3 0.3407 0.0053 3 CO 3 
HV 3 2 0.3709 0.0 3 CO 3 
FS FS FS 0.5422 0.152 FS FS FS 
AV 2 2 0.4363 0.0051 3 CO 2 
CO 3 3 0.2392 0.0 3 CO 4 
AV 2 2 0.4498 0.0041 3 CO 2 
CO 3 3 0.2329 0.0023 3 CO 4 
AV 2 2 0.3715 0.0012 3 CO 3 
PHS 2 2 0.5392 0.0173 2 AV 2 
HV 3 2 0.3965 0.0053 3 CO 3 
HV 3 3 0.3348 0.001 3 CO 3 
PHS 2 2 0.5145 0.0038 2 HS 2 
HV 3 3 0.3368 0.0056 3 CO 3 
HC 4 3 0.1936 0.0032 4 NA 4 
HC 4 3 0.2196 0.0015 4 NA 4 
HC 4 3 0.2088 0.0044 3 CO 4 
HC 4 3 0.1863 0.003 4 NA 4 
HV 3 2 0.3572 0.0047 3 CO 3 
HC 4 3 0.2268 0.0043 4 NA 4 
HC 4 3 0.2512 0.0021 3 CO 3 
HC 4 3 0.208 0.0012 3 CO 4 
HC 4 3 0.202 0.0017 3 CO 4 
HV 3 3 0.3213 0.0011 3 CO 3 
HV 3 3 0.2924 0.0067 3 CO 3 
HV 3 3 0.3025 0.0 3 CO 3 
HV 3 3 0.2693 0.0 3 CO 3 
PHS 2 2 0.6012 0.0023 2 AV 2 
HV 3 2 0.4127 0.0177 3 HV 3 
PHS 2 2 0.6032 0.0041 2 AV 2 
HV 3 2 0.3577 0.0023 3 GGP 3 
HC 4 3 0.2226 0.0078 4 NA 4 
HC 4 3 0.247 0.0013 4 NA 3 
HC 4 3 0.234 0.0037 4 NA 4 
HC 4 3 0.1877 0.0042 4 NA 4 
HV 3 2 0.4075 0.0049 3 CO 3 
HV 3 2 0.4068 0.0046 3 HV 3 
HV 3 2 0.3397 0.0089 3 CO 3 
HV 3 2 0.3536 0.0 3 CO 3 
PHS 2 2 0.5665 0.0027 2 HS 2 
HV 3 2 0.3774 0.0102 3 CO 3 
HV 3 2 0.3882 0.0046 3 HV 3 
HV 3 2 0.3543 0.007 3 CO 3 
HV 3 3 0.2911 0.0012 3 CO 3 
PO PO PO 0.9696 0.0276 PO PO PO 
PO PO PO 0.9752 0.0216 PO PO PO 
PO PO PO 0.9792 0.0195 PO PO PO 
PO PO PO 0.9893 0.0101 PO PO PO 
PO PO PO 0.9668 0.029 PO PO PO 
PO PO PO 0.9784 0.0203 PO PO PO 
PO PO PO 0.9783 0.0198 PO PO PO 
PHS 2 2 0.5139 0.0098 2 HS 2 
PHS 2 2 0.5554 0.0075 2 HS 2 
FS FS FS 0.5448 0.2142 FS FS FS 
PHS 2 2 0.6224 0.0231 FS FS 2 
PHS 2 2 0.4374 0.0139 2 AV 2 
PHS 2 2 0.5731 0.0047 2 AV 2 
PHS 2 2 0.4504 0.0098 2 HS 2 
PHS 2 2 0.539 0.0122 2 AV 2 
PHS 2 2 0.4703 0.0093 2 HS 2 
PHS 2 2 0.4395 0.0083 2 GP 2 
PHS 2 2 0.4872 0.0072 2 AV 2 
PHS 2 2 0.5848 0.0158 FS FS 2 
PHS 2 2 0.548 0.0012 2 GP 2 
PHS 2 2 0.5983 0.0212 2 GP 2 
PHS 2 2 0.5251 0.012 2 AV 2 
PHS 2 2 0.5027 0.0096 2 GP 2 
PHS 2 2 0.5132 0.0044 2 AV 2 
PHS 2 2 0.5979 0.009 FS FS 2 
PHS 2 2 0.6255 0.0141 FS FS 2 
PHS 2 2 0.56 0.0025 2 GP 2 
PO PO PO 0.9945 0.0049 PO PO PO 
PO PO PO 0.9845 0.0124 PO PO PO 
PO PO PO 0.9778 0.0207 PO PO PO 
PHS 2 2 0.5558 0.0191 2 AV 2 
PHS 2 2 0.5613 0.0169 2 AV 2 
PO PO PO 0.9823 0.0163 PO PO PO 
GP 2 2 0.6284 0.0053 2 HS 2 
PO PO PO 0.9936 0.0038 PO PO PO 
PO PO PO 0.9747 0.0208 PO PO PO 
GP 2 2 0.6279 0.0215 FS FS 2 
PO PO PO 0.9734 0.0223 PO PO PO 
GP 2 2 0.6272 0.0076 2 AV 2 
PO PO PO 0.98 0.0167 PO PO PO 
GP 2 2 0.6223 0.0 2 HS 2 
GGP 3 3 0.3301 0.0027 3 CO 3 
GGP 3 3 0.3311 0.0042 3 CO 3 
GP 2 2 0.5076 0.0011 2 HS 2 
GP 2 2 0.5291 0.0028 2 HS 2 
PO PO PO 0.9828 0.0161 PO PO PO 
GP 2 2 0.4946 0.0095 2 HS 2 
GP 2 2 0.5277 0.0077 2 HS 2 
GGP 3 3 0.307 0.0015 3 CO 3 
GP 2 2 0.5572 0.0135 2 HS 2 
GP 2 2 0.5107 0.0237 2 HS 2 
GP 2 2 0.4976 0.0066 2 HS 2 
GP 2 2 0.4531 0.0083 2 HS 2 
GGP 3 3 0.246 0.0 3 CO 3 
GGP 3 3 0.2937 0.004 3 CO 3 
GGP 3 3 0.2766 0.0011 3 CO 3 
PO PO PO 0.9416 0.0559 PO PO PO 
GP 2 2 0.4885 0.0037 2 AV 2 
PO PO PO 0.9756 0.023 PO PO PO 
PO PO PO 0.9627 0.0341 PO PO PO 
PO PO PO 0.9804 0.0163 PO PO PO 
PO PO PO 0.9896 0.0089 PO PO PO 
MHS 2 2 0.5509 0.0137 2 HS 2 
MHS 2 2 0.5998 0.0 2 HS 2 
MHS 2 2 0.4628 0.0084 3 CO 2 
MHS 2 2 0.5373 0.0056 3 CO 2 
MHS 2 2 0.5083 0.0051 3 CO 2 
PO PO PO 0.9822 0.0147 PO PO PO 
PO PO PO 0.9821 0.016 PO PO PO 
PO PO PO 0.9809 0.0181 PO PO PO 
GP 2 2 0.5178 0.0019 3 CO 2 
GP 2 2 0.4922 0.006 3 CO 2 
PO PO PO 0.9967 0.0 PO PO PO 
MHS 2 2 0.5665 0.009 2 HS 2 
MHS 2 2 0.4756 0.0058 3 CO 2 
HV 3 3 0.2314 0.0041 3 CO 4 
HV 3 3 0.2624 0.0 3 CO 3 
MHS 2 2 0.5438 0.0 2 HS 2 
PO PO PO 0.9818 0.0161 PO PO PO 
PO PO PO 0.975 0.0216 PO PO PO 
PO PO PO 0.9638 0.034 PO PO PO 
MHS 2 2 0.4788 0.0151 3 CO 2 
MHS 2 2 0.5562 0.0031 2 HS 2 
MHS 2 2 0.526 0.008 3 CO 2 
PO PO PO 0.9861 0.0131 PO PO PO 
PO PO PO 0.9772 0.0212 PO PO PO 
GP 2 2 0.5683 0.0057 2 HS 2 
PO PO PO 0.99 0.0063 PO PO PO 
PO PO PO 0.974 0.0222 PO PO PO 
MHS 2 2 0.4976 0.0178 3 CO 2 
HV 3 3 0.3119 0.0017 3 CO 3 
MHS 2 2 0.6095 0.0074 2 HS 2 
MHS 2 2 0.5594 0.0049 2 HS 2 
HV 3 3 0.3002 0.0 3 CO 3 
MHS 2 2 0.4822 0.0089 3 CO 2 
HV 3 3 0.3034 0.0098 3 CO 3 
MHS 2 2 0.4649 0.0043 3 CO 2 
PO PO PO 0.9864 0.0106 PO PO PO 
GP 2 2 0.4749 0.0098 3 CO 2 
GP 2 2 0.5331 0.0054 2 HS 2 
GP 2 2 0.5555 0.0071 2 HS 2 
PO PO PO 0.993 0.0045 PO PO PO 
GP 2 2 0.5462 0.0039 2 HS 2 
PO PO PO 0.9899 0.0059 PO PO PO 
PO PO PO 0.9893 0.0085 PO PO PO 
GP 2 2 0.5916 0.0105 2 HS 2 
PO PO PO 0.9919 0.0051 PO PO PO 
GP 2 2 0.5824 0.0112 2 AV 2 
GP 2 2 0.4997 0.0102 2 HS 2 
MHS 2 2 0.4449 0.0147 3 CO 2 
HV 3 3 0.2848 0.0 3 CO 3 
HV 3 3 0.2918 0.0027 3 CO 3 
HV 3 3 0.2911 0.0108 3 CO 3 
MHS 2 2 0.4987 0.0101 2 HS 2 
HV 3 3 0.2767 0.003 3 CO 3 
HC 4 3 0.2038 0.0023 ERSAdeg ERSArel 4 
HC 4 3 0.1933 0.0058 ERSAdeg ERSArel 4 
HV 3 3 0.2807 0.004 3 CO 3 
HC 4 3 0.2082 0.0033 4 NA 4 
HC 4 4 0.1503 0.0057 4 NA 4 
HV 3 3 0.3001 0.004 3 CO 3 
HC 4 4 0.1701 0.0 4 NA 4 
HC 4 3 0.1808 0.0035 4 NA 4 
HV 3 3 0.319 0.01 3 HV 3 
HV 3 3 0.2709 0.0071 3 CO 3 
MHS 2 2 0.4481 0.0064 3 CO 2 
HV 3 3 0.3014 0.0015 3 CO 3 
MHS 2 2 0.506 0.0047 2 HS 2 
HV 3 3 0.2536 0.0024 3 CO 3 
HC 4 4 0.1469 0.0 4 NA 4 
HC 4 3 0.175 0.0052 4 NA 4 
HV 3 3 0.3059 0.0102 3 HV 3 
HV 3 3 0.3042 0.0101 3 CO 3 
MHS 2 2 0.5419 0.0051 2 HS 2 
HV 3 2 0.3611 0.0143 3 CO 3 
MHS 2 2 0.5619 0.018 2 HS 2 
HV 3 2 0.3801 0.0025 3 CO 3 
HV 3 3 0.2969 0.0013 3 CO 3 
MHS 2 2 0.5202 0.0024 2 HS 2 
HV 3 2 0.3547 0.0034 3 CO 3 
HC 4 3 0.235 0.0014 3 HV 4 
HC 4 3 0.2422 0.0064 3 CO 3 
HV 3 3 0.3115 0.0018 3 CO 3 
HV 3 3 0.3272 0.0081 3 CO 3 
PO PO PO 0.9214 0.0728 PO PO PO 
PO PO PO 0.9752 0.0191 PO PO PO 
PO PO PO 0.9347 0.0609 PO PO PO 
MHS 2 2 0.5421 0.0639 2 HS 2 
FS FS FS 0.5647 0.2433 FS FS FS 
MHS 2 FS 0.543 0.0966 2 HS 2 
PO PO PO 0.9268 0.0728 PO PO PO 
PO PO PO 0.9807 0.0184 PO PO PO 
PO PO PO 0.987 0.0112 PO PO PO 
GP 2 2 0.5442 0.0035 2 HS 2 
GP 2 2 0.5623 0.0065 2 HS 2 
PO PO PO 0.9924 0.0065 PO PO PO 
MHS 2 2 0.5106 0.0256 3 CO 2 
HV 3 3 0.2827 0.0053 3 CO 3 
HV 3 3 0.2912 0.0022 3 CO 3 
MHS 2 2 0.5801 0.001 3 CO 2 
MHS 2 2 0.5677 0.0157 2 HS 2 
HV 3 2 0.3536 0.0104 3 CO 3 
HV 3 3 0.3339 0.001 3 CO 3 
MHS 2 2 0.5205 0.0011 3 CO 2 
MHS 2 2 0.5466 0.0057 2 HS 2 
HV 3 3 0.3 0.0 3 CO 3 
HV 3 3 0.3439 0.0011 3 CO 3 
PO PO PO 0.9822 0.0163 PO PO PO 
PO PO PO 0.9903 0.0097 PO PO PO 
PO PO PO 0.9759 0.0233 ERSAdeg ERSArel PO 
PO PO PO 0.9617 0.0338 PO PO PO 
PO PO PO 0.9841 0.0124 PO PO PO 
MHS 2 2 0.4952 0.0079 3 CO 2 
MHS 2 2 0.5448 0.0067 3 CO 2 
MHS 2 2 0.5934 0.0053 2 HS 2 
MHS 2 2 0.5651 0.0126 2 HS 2 
MHS 2 2 0.549 0.0092 3 CO 2 
MHS 2 2 0.5185 0.0166 3 CO 2 
PO PO PO 0.9856 0.0129 PO PO PO 
GP 2 2 0.5084 0.0135 3 CO 2 
GP 2 2 0.4629 0.0013 3 CO 2 
GP 2 2 0.6164 0.0112 2 HS 2 
GP 2 2 0.5576 0.0087 2 HS 2 
PO PO PO 0.9843 0.0139 PO PO PO 
PO PO PO 0.9843 0.0118 PO PO PO 
PO PO PO 0.986 0.0119 PO PO PO 
PO PO PO 0.9804 0.0185 PO PO PO 
PO PO PO 0.9724 0.0249 PO PO PO 
PO PO PO 0.9839 0.0137 PO PO PO 
MHS 2 2 0.4878 0.0 3 CO 2 
HV 3 3 0.2876 0.0021 3 CO 3 
HV 3 3 0.2125 0.0028 3 CO 4 
HV 3 3 0.2963 0.0028 3 CO 3 
HV 3 3 0.3011 0.001 3 CO 3 
MHS 2 2 0.562 0.0119 2 HS 2 
HV 3 3 0.3259 0.0014 ERSAdeg ERSArel 3 
HV 3 3 0.2628 0.0073 3 CO 3 
HV 3 2 0.3671 0.0 3 CO 3 
HV 3 2 0.3943 0.0049 3 CO 3 
MHS 2 2 0.484 0.004 3 CO 2 
MHS 2 2 0.5255 0.0144 3 CO 2 
MHS 2 2 0.501 0.0084 3 CO 2 
MHS 2 2 0.5964 0.0057 2 HS 2 
MHS 2 2 0.6007 0.008 2 HS 2 
MHS 2 2 0.5598 0.0098 2 HS 2 
MHS 2 2 0.537 0.0017 3 CO 2 
MHS 2 2 0.6257 0.0215 2 HS 2 
MHS 2 2 0.6206 0.0013 2 HS 2 
PO PO PO 0.9813 0.0176 PO PO PO 
PO PO PO 0.9802 0.0171 PO PO PO 
MHS 2 2 0.503 0.007 3 CO 2 
PO PO PO 0.9584 0.0409 PO PO PO 
PO PO PO 0.9883 0.011 PO PO PO 
MHS 2 2 0.6058 0.0184 2 HS 2 
PO PO PO 0.9945 0.003 PO PO PO 
PO PO PO 0.9898 0.0087 PO PO PO 
PO PO PO 0.9897 0.0091 PO PO PO 
PO PO PO 0.9787 0.0196 PO PO PO 
GP 2 2 0.5037 0.0106 2 HS 2 
PO PO PO 0.9821 0.015 PO PO PO 
PO PO PO 0.975 0.0191 PO PO PO 
PO PO PO 0.8852 0.1077 PO PO PO 
PO PO PO 0.9734 0.0252 PO PO PO 
MHS 2 2 0.5298 0.0076 3 CO 2 
MHS 2 2 0.5781 0.0061 2 HS 2 
MHS 2 2 0.5286 0.0114 2 HS 2 
MHS 2 2 0.5478 0.0071 3 CO 2 
MHS 2 2 0.588 0.0013 2 HS 2 
PO PO PO 0.983 0.017 PO PO PO 
GP 2 2 0.5197 0.0053 2 HS 2 
GP 2 2 0.5531 0.0081 2 HS 2 
GP 2 2 0.389 0.0046 3 CO 3 
GP 2 2 0.5242 0.0032 2 HS 2 
PO PO PO 0.9632 0.035 PO PO PO 
PO PO PO 0.9748 0.0223 PO PO PO 
PO PO PO 0.9682 0.0279 PO PO PO 
GP 2 2 0.5905 0.0159 2 AV 2 
GP 2 2 0.5558 0.0111 2 HS 2 
GP 2 2 0.5268 0.0163 2 HS 2 
GP 2 2 0.5244 0.0018 2 HS 2 
GP 2 2 0.5644 0.0228 2 HS 2 
PO PO PO 0.9635 0.0348 PO PO PO 
GP 2 2 0.6398 0.0035 2 HS 2 
GP 2 2 0.5196 0.0077 2 HS 2 
PO PO PO 0.9851 0.0118 PO PO PO 
PO PO PO 0.9769 0.0211 PO PO PO 
FS FS FS 0.4301 0.2668 FS FS FS 
PO PO PO 0.9822 0.0167 PO PO PO 
PO PO PO 0.988 0.012 PO PO PO 
GP 2 2 0.6033 0.0054 2 HS 2 
GGP 3 3 0.2816 0.0036 3 CO 3 
GGP 3 3 0.2944 0.0041 3 CO 3 
GGP 3 2 0.4368 0.0013 3 CO 2 
PO PO PO 0.9692 0.0273 PO PO PO 
PO PO PO 0.9836 0.0138 PO PO PO 
GP 2 2 0.5507 0.0054 2 HS 2 
PO PO PO 0.9879 0.0098 PO PO PO 
PO PO PO 0.9858 0.0139 PO PO PO 
PO PO PO 0.9688 0.0303 PO PO PO 
PO PO PO 0.988 0.0118 PO PO PO 
PO PO PO 0.9961 0.0036 PO PO PO 
MHS 2 2 0.49 0.0113 2 HS 2 
MHS 2 2 0.5799 0.0068 2 HS 2 
MHS 2 2 0.5667 0.015 2 HS 2 
MHS 2 2 0.5114 0.0 3 CO 2 
MHS 2 2 0.5496 0.0 2 HS 2 
PO PO PO 0.9864 0.0122 PO PO PO 
GP 2 2 0.4781 0.0041 3 CO 2 
PO PO PO 0.9909 0.0077 PO PO PO 
MHS 2 2 0.5683 0.0114 2 HS 2 
HV 3 3 0.2756 0.0026 3 CO 3 
PO PO PO 0.9734 0.0247 PO PO PO 
PO PO PO 0.9875 0.0114 PO PO PO 
MHS 2 2 0.5458 0.0105 3 CO 2 
PO PO PO 0.9864 0.0117 PO PO PO 
PO PO PO 0.98 0.0183 PO PO PO 
PO PO PO 0.9794 0.0206 PO PO PO 
PO PO PO 0.9803 0.0179 PO PO PO 
PO PO PO 0.9913 0.0081 PO PO PO 
PO PO PO 0.9891 0.01 PO PO PO 
GP 2 2 0.514 0.0216 2 HS 2 
GP 2 2 0.6134 0.0129 2 HS 2 
PO PO PO 0.9683 0.0315 PO PO PO 
MHS 2 2 0.5448 0.0042 2 HS 2 
MHS 2 2 0.5707 0.0022 2 HS 2 
MHS 2 2 0.5124 0.0012 3 CO 2 
MHS 2 2 0.5592 0.0076 2 HS 2 
HV 3 2 0.3693 0.0018 3 CO 3 
HV 3 2 0.3894 0.0046 3 CO 3 
PO PO PO 0.9661 0.0317 PO PO PO 
GP 2 2 0.5036 0.0089 3 CO 2 
GP 2 2 0.4741 0.0036 3 CO 2 
GP 2 2 0.7221 0.0093 FS FS 2 
PO PO PO 0.9822 0.0146 PO PO PO 
GP 2 2 0.5516 0.0117 2 HS 2 
PO PO PO 0.9729 0.0251 PO PO PO 
PO PO PO 0.9836 0.0139 PO PO PO 
PO PO PO 0.9792 0.0192 PO PO PO 
MHS 2 2 0.5076 0.0108 2 HS 2 
HV 3 3 0.3166 0.0054 3 CO 3 
MHS 2 2 0.5752 0.0061 2 HS 2 
HV 3 3 0.3002 0.0091 3 CO 3 
MHS 2 2 0.5787 0.011 2 HS 2 
MHS 2 2 0.5206 0.0176 2 HS 2 
MHS 2 2 0.6005 0.0049 2 HS 2 
PO PO PO 0.9923 0.005 PO PO PO 
PO PO PO 0.9702 0.0254 PO PO PO 
GP 2 2 0.523 0.0175 2 HS 2 
PO PO PO 0.9865 0.0107 PO PO PO 
PO PO PO 0.9801 0.0175 PO PO PO 
PO PO PO 0.9784 0.0183 PO PO PO 
PO PO PO 0.9888 0.0111 PO PO PO 
MHS 2 2 0.5524 0.0 2 HS 2 
MHS 2 2 0.5744 0.0052 2 HS 2 
MHS 2 2 0.5298 0.0049 3 CO 2 
