ActualRel ActualDeg KINGDeg IBD1 IBD2 ERSADeg ERSARel PONDDeg
HV 3 3 0.3363 0.0026 3 CO 3 
PHS 2 2 0.5261 0.0144 2 AV 2 
HV 3 2 0.3678 0.0043 3 CO 3 
HC 4 3 0.2356 0.0028 3 HV 4 
HV 3 3 0.3495 0.0 3 CO 3 
HC 4 3 0.1997 0.0 4 NA 4 
HV 3 3 0.3019 0.0036 3 CO 3 
HC 4 3 0.2105 0.0017 4 NA 4 
HV 3 2 0.3637 0.0055 3 CO 3 
HC 4 3 0.2173 0.0013 4 NA 4 
HV 3 3 0.3261 0.0042 3 CO 3 
PHS 2 2 0.6096 0.0128 2 AV 2 
HV 3 2 0.3595 0.0028 3 CO 3 
HV 3 2 0.3782 0.0037 3 CO 3 
HV 3 3 0.3277 0.0048 3 CO 3 
HV 3 2 0.3856 0.0087 3 CO 3 
PHS 2 2 0.5517 0.0063 2 AV 2 
HV 3 3 0.3087 0.0027 3 CO 3 
HV 3 2 0.37 0.0 3 CO 3 
HV 3 3 0.2867 0.0035 3 CO 3 
HV 3 3 0.2585 0.0 3 HV 3 
HV 3 3 0.245 0.0 3 CO 3 
HV 3 3 0.1951 0.0014 4 NA 4 
HV 3 3 0.2989 0.0039 3 CO 3 
PHS 2 2 0.5139 0.0153 2 HS 2 
HV 3 3 0.3007 0.0035 3 CO 3 
HV 3 3 0.2217 0.0042 3 HV 4 
PHS 2 2 0.6052 0.0049 FS FS 2 
HV 3 3 0.2923 0.0041 3 CO 3 
PHS 2 2 0.4982 0.004 2 AV 2 
HV 3 3 0.3375 0.0025 3 HV 3 
PHS 2 2 0.5698 0.0012 2 AV 2 
PHS 2 2 0.6072 0.006 2 AV 2 
HV 3 2 0.3715 0.0 3 CO 3 
HC 4 3 0.2419 0.0 3 CO 4 
HC 4 3 0.2024 0.0042 3 CO 4 
AV 2 2 0.4982 0.0697 2 HS 2 
HC 4 2 0.3865 0.0092 3 CO 3 
HC 4 2 0.3743 0.014 3 CO 3 
HV 3 3 0.2866 0.0014 3 CO 3 
HC 4 3 0.2098 0.0 3 CO 4 
HC 4 4 0.1689 0.0011 4 NA 4 
HV 3 3 0.2851 0.0013 3 CO 3 
HC 4 3 0.2257 0.002 4 NA 4 
HC 4 3 0.1892 0.0028 4 NA 4 
HV 3 3 0.2301 0.0 4 NA 4 
HC 4 3 0.1999 0.0 4 NA 4 
HC 4 4 0.1558 0.0016 4 NA 4 
HV 3 3 0.2838 0.0028 3 CO 3 
HC 4 3 0.2029 0.0036 4 NA 4 
HC 4 3 0.1742 0.012 4 NA 4 
HV 3 2 0.3711 0.0124 3 HV 3 
HV 3 3 0.3114 0.0041 3 CO 3 
PHS 2 2 0.609 0.007 FS FS 2 
HV 3 3 0.3008 0.0018 3 HV 3 
HC 4 4 0.1455 0.0 4 NA 4 
HV 3 2 0.3825 0.0061 3 CO 3 
HC 4 3 0.2021 0.0205 4 NA 4 
HV 3 3 0.2956 0.0047 3 CO 3 
HC 4 3 0.1804 0.0016 4 NA 4 
HV 3 3 0.2955 0.0069 3 CO 3 
HC 4 3 0.1913 0.0117 4 NA 4 
HV 3 3 0.3498 0.0014 3 CO 3 
HC 4 3 0.2151 0.018 4 NA 4 
HV 3 3 0.2254 0.0051 4 NA 4 
HC 4 3 0.1744 0.0068 4 NA 4 
HV 3 3 0.2825 0.0096 3 CO 3 
HC 4 3 0.1925 0.0 4 NA 4 
HV 3 3 0.3289 0.005 3 HV 3 
PHS 2 2 0.533 0.0067 2 HS 2 
HV 3 3 0.2622 0.0043 3 CO 3 
HC 4 3 0.237 0.0014 3 CO 4 
HV 3 3 0.3123 0.0101 3 CO 3 
HC 4 3 0.3063 0.0012 3 CO 3 
HV 3 3 0.3096 0.0026 3 CO 3 
HC 4 3 0.2819 0.0099 3 CO 3 
HV 3 3 0.2736 0.011 3 CO 3 
HC 4 3 0.2752 0.0019 3 CO 3 
HV 3 3 0.2934 0.0071 3 CO 3 
HC 4 3 0.2148 0.0019 4 NA 4 
HV 3 3 0.2421 0.0034 4 NA 4 
HC 4 3 0.2369 0.0019 4 NA 4 
HV 3 3 0.2688 0.0139 3 CO 3 
HC 4 3 0.3236 0.0036 3 CO 3 
HV 3 2 0.3644 0.0703 3 CO 3 
PHS 2 2 0.5335 0.001 2 AV 2 
HV 3 3 0.2471 0.0018 3 HV 3 
HV 3 2 0.3359 0.0117 3 CO 3 
HV 3 3 0.2901 0.0057 3 CO 3 
HV 3 3 0.2232 0.0101 3 HV 4 
HV 3 3 0.2756 0.0122 3 CO 3 
HV 3 3 0.1719 0.0047 4 NA 4 
HV 3 3 0.2626 0.0203 3 CO 3 
PHS 2 2 0.6524 0.0072 FS FS 2 
HV 3 2 0.4019 0.0091 2 HS 3 
HC 4 3 0.2909 0.0043 3 HV 3 
HV 3 3 0.2884 0.0118 3 HV 3 
HC 4 3 0.1937 0.0 4 NA 4 
HV 3 2 0.374 0.0068 3 CO 3 
PHS 2 2 0.6289 0.0047 2 AV 2 
HV 3 2 0.3513 0.0084 3 CO 3 
HC 4 3 0.1836 0.0037 4 NA 4 
HV 3 3 0.2623 0.0025 3 HV 3 
HC 4 3 0.1762 0.0011 4 NA 4 
HV 3 2 0.3731 0.0051 3 HV 3 
PHS 2 2 0.6253 0.0053 2 AV 2 
HV 3 2 0.3972 0.0037 2 HS 3 
HV 3 3 0.2463 0.0035 3 HV 3 
FS FS FS 0.5265 0.2808 FS FS FS 
AV 2 2 0.5212 0.0168 3 CO 2 
CO 3 3 0.2584 0.0057 3 CO 3 
AV 2 2 0.6263 0.0132 2 HS 2 
FS FS FS 0.4825 0.345 FS FS FS 
AV 2 2 0.6299 0.0102 2 HS 2 
FS FS FS 0.4913 0.3472 FS FS FS 
AV 2 2 0.5934 0.0121 2 HS 2 
PO PO PO 0.9728 0.0231 PO PO PO 
PO PO PO 0.9682 0.0307 PO PO PO 
PO PO PO 0.9745 0.0233 PO PO PO 
PO PO PO 0.9812 0.0151 PO PO PO 
MHS 2 2 0.5298 0.0026 3 CO 2 
MHS 2 2 0.604 0.0137 2 HS 2 
FS FS FS 0.5284 0.2813 FS FS FS 
MHS 2 2 0.4187 0.0081 3 CO 3 
MHS 2 2 0.5576 0.0106 2 HS 2 
PO PO PO 0.9785 0.0212 PO PO PO 
GP 2 2 0.4282 0.0129 2 HS 2 
GP 2 2 0.5063 0.0211 2 HS 2 
GP 2 2 0.4095 0.0121 3 CO 3 
GP 2 2 0.569 0.0033 2 HS 2 
GP 2 2 0.5267 0.024 2 AV 2 
PO PO PO 0.9696 0.0285 PO PO PO 
GP 2 2 0.5277 0.013 2 HS 2 
GP 2 2 0.5138 0.0085 2 AV 2 
GP 2 2 0.3808 0.0011 3 HV 3 
PO PO PO 0.9879 0.0108 PO PO PO 
GP 2 2 0.6424 0.011 FS FS 2 
GP 2 2 0.41 0.0108 2 HS 3 
GP 2 2 0.502 0.0099 2 AV 2 
PO PO PO 0.9557 0.0417 PO PO PO 
GP 2 2 0.6288 0.0029 2 HS 2 
GP 2 2 0.4469 0.0112 2 HS 2 
GP 2 2 0.5785 0.0084 2 AV 2 
GP 2 2 0.5266 0.0141 2 HS 2 
PO PO PO 0.9889 0.0098 PO PO PO 
FS FS FS 0.4315 0.3009 FS FS FS 
AV 2 2 0.5282 0.0131 3 CO 2 
CO 3 3 0.3055 0.0068 3 CO 3 
CO 3 3 0.2616 0.0012 3 CO 3 
CO 3 3 0.3451 0.0041 3 CO 3 
AV 2 2 0.5454 0.0041 3 CO 2 
CO 3 3 0.2899 0.0028 3 CO 3 
CO 3 3 0.2686 0.0059 3 CO 3 
CO 3 3 0.3091 0.003 3 CO 3 
AV 2 2 0.5767 0.0068 3 CO 2 
CO 3 2 0.3456 0.009 3 CO 3 
CO 3 3 0.3265 0.0083 3 CO 3 
CO 3 2 0.3642 0.0042 3 CO 3 
AV 2 2 0.5873 0.0075 2 HS 2 
CO 3 3 0.2848 0.0056 3 CO 3 
CO 3 3 0.2673 0.0034 3 CO 3 
CO 3 2 0.3611 0.0015 3 CO 3 
AV 2 2 0.5624 0.0066 3 CO 2 
CO 3 3 0.3083 0.0116 3 CO 3 
CO 3 3 0.3021 0.006 3 CO 3 
CO 3 3 0.3261 0.004 3 CO 3 
AV 2 2 0.5077 0.0084 ERSAdeg ERSArel 2 
AV 2 2 0.4629 0.01 3 CO 2 
AV 2 2 0.5897 0.0054 3 CO 2 
FS FS FS 0.5454 0.2452 FS FS FS 
AV 2 2 0.5528 0.0125 3 CO 2 
CO 3 2 0.3531 0.0189 3 CO 3 
CO 3 3 0.3088 0.0015 3 CO 3 
CO 3 3 0.3064 0.0034 3 CO 3 
AV 2 2 0.5597 0.0086 3 CO 2 
CO 3 2 0.3469 0.0262 3 CO 3 
CO 3 3 0.3376 0.0021 3 CO 3 
CO 3 3 0.2796 0.0044 3 CO 3 
AV 2 2 0.5085 0.0083 3 CO 2 
CO 3 3 0.301 0.0093 3 CO 3 
CO 3 3 0.3073 0.0 3 CO 3 
CO 3 3 0.2642 0.0069 3 CO 3 
AV 2 2 0.5425 0.003 2 HS 2 
CO 3 2 0.3776 0.0098 3 CO 3 
CO 3 3 0.2919 0.001 3 CO 3 
CO 3 3 0.2625 0.0031 3 CO 3 
AV 2 2 0.5486 0.0086 2 HS 2 
CO 3 3 0.2876 0.0085 3 CO 3 
CO 3 3 0.333 0.0 3 CO 3 
CO 3 3 0.2996 0.0046 3 CO 3 
AV 2 2 0.5537 0.0139 3 CO 2 
AV 2 2 0.5375 0.0064 2 HS 2 
AV 2 2 0.4924 0.0065 3 CO 2 
FS FS FS 0.5436 0.2074 FS FS FS 
AV 2 2 0.4818 0.0195 3 CO 2 
CO 3 3 0.2865 0.007 3 CO 3 
CO 3 3 0.3148 0.0019 3 CO 3 
CO 3 2 0.3515 0.0013 3 CO 3 
CO 3 3 0.3112 0.0033 3 CO 3 
AV 2 2 0.4727 0.0097 3 CO 2 
CO 3 3 0.3113 0.0069 3 CO 3 
CO 3 3 0.2382 0.0 3 CO 4 
CO 3 3 0.3108 0.0012 3 CO 3 
CO 3 3 0.2733 0.0116 3 CO 3 
AV 2 2 0.5014 0.0109 3 CO 2 
CO 3 3 0.2804 0.0025 3 CO 3 
CO 3 3 0.3 0.0019 3 CO 3 
CO 3 3 0.313 0.0057 3 CO 3 
CO 3 3 0.2869 0.0023 3 CO 3 
AV 2 2 0.5298 0.008 2 HS 2 
CO 3 3 0.3357 0.0029 3 CO 3 
CO 3 3 0.3036 0.0097 3 CO 3 
CO 3 3 0.3371 0.0032 3 CO 3 
CO 3 3 0.2939 0.0096 3 CO 3 
AV 2 2 0.4765 0.0137 3 CO 2 
CO 3 3 0.2743 0.0077 3 CO 3 
CO 3 3 0.2779 0.0022 3 CO 3 
CO 3 3 0.3107 0.0044 3 CO 3 
CO 3 3 0.3168 0.0013 3 CO 3 
AV 2 2 0.5126 0.0108 3 CO 2 
AV 2 2 0.51 0.0087 3 CO 2 
AV 2 2 0.5754 0.0169 2 HS 2 
AV 2 2 0.5053 0.0068 3 CO 2 
PHS 2 2 0.6062 0.0025 2 AV 2 
HV 3 3 0.2693 0.0036 3 CO 3 
HV 3 3 0.3456 0.0 3 CO 3 
HV 3 3 0.2512 0.005 3 CO 3 
HV 3 2 0.3734 0.0 3 HV 3 
HV 3 3 0.3453 0.0022 3 HV 3 
FS FS FS 0.4611 0.2959 FS FS FS 
AV 2 2 0.5534 0.006 3 CO 2 
CO 3 3 0.2763 0.0031 3 CO 3 
CO 3 3 0.3002 0.006 3 CO 3 
CO 3 3 0.2831 0.0015 3 CO 3 
AV 2 2 0.5424 0.0049 3 CO 2 
CO 3 3 0.3341 0.0064 3 CO 3 
CO 3 2 0.3552 0.0047 3 CO 3 
CO 3 3 0.3061 0.0022 3 CO 3 
AV 2 2 0.5303 0.0079 3 CO 2 
CO 3 3 0.2934 0.0119 3 CO 3 
CO 3 2 0.3486 0.01 3 CO 3 
CO 3 3 0.2961 0.0019 3 CO 3 
AV 2 2 0.5364 0.0136 3 CO 2 
AV 2 2 0.5328 0.019 3 CO 2 
AV 2 2 0.5535 0.0032 3 CO 2 
FS FS FS 0.5572 0.2164 FS FS FS 
AV 2 2 0.4374 0.0054 3 CO 2 
CO 3 3 0.2667 0.0023 3 CO 3 
CO 3 3 0.2616 0.0 3 CO 3 
CO 3 3 0.3065 0.0075 3 CO 3 
CO 3 3 0.2853 0.0032 3 CO 3 
AV 2 2 0.5203 0.016 3 CO 2 
CO 3 3 0.2852 0.0097 3 CO 3 
CO 3 3 0.339 0.0037 3 CO 3 
CO 3 3 0.2831 0.0063 3 CO 3 
CO 3 2 0.4003 0.0818 3 CO 2 
AV 2 2 0.551 0.0094 2 HS 2 
CO 3 2 0.3522 0.0082 3 CO 3 
CO 3 2 0.3533 0.0058 3 CO 3 
CO 3 3 0.3112 0.0085 3 CO 3 
CO 3 2 0.3551 0.0011 3 CO 3 
AV 2 2 0.5561 0.0085 3 CO 2 
AV 2 2 0.5417 0.0059 2 HS 2 
AV 2 2 0.4325 0.0301 3 CO 2 
AV 2 2 0.4999 0.0086 2 HS 2 
PHS 2 2 0.4892 0.0036 2 HS 2 
HV 3 3 0.2744 0.0022 3 CO 3 
HV 3 3 0.2403 0.0077 3 HV 4 
HV 3 3 0.2181 0.0011 3 CO 4 
FS FS FS 0.5312 0.2108 FS FS FS 
AV 2 2 0.5032 0.012 3 CO 2 
CO 3 3 0.3263 0.0088 3 CO 3 
CO 3 3 0.2602 0.0024 3 CO 3 
CO 3 3 0.3013 0.0105 3 CO 3 
CO 3 3 0.3031 0.0095 3 CO 3 
AV 2 2 0.5596 0.0056 2 HS 2 
CO 3 2 0.3496 0.0027 3 CO 3 
CO 3 2 0.3499 0.005 3 CO 3 
CO 3 3 0.3049 0.0048 3 CO 3 
CO 3 3 0.3221 0.0 3 CO 3 
AV 2 2 0.5241 0.001 3 CO 2 
CO 3 3 0.303 0.0084 3 CO 3 
CO 3 3 0.3281 0.0053 3 CO 3 
CO 3 3 0.2984 0.0044 3 CO 3 
CO 3 3 0.3186 0.0014 3 CO 3 
AV 2 2 0.5177 0.0044 3 CO 2 
AV 2 2 0.4927 0.008 2 HS 2 
AV 2 2 0.4918 0.0111 2 HS 2 
AV 2 2 0.4872 0.0097 3 CO 2 
PHS 2 2 0.4481 0.0124 2 HS 2 
HV 3 2 0.3539 0.0063 3 CO 3 
HV 3 3 0.1846 0.0034 4 NA 4 
HV 3 3 0.2576 0.0034 3 CO 3 
PHS 2 2 0.5024 0.0022 2 HS 2 
HV 3 3 0.2757 0.0025 3 CO 3 
HV 3 3 0.2287 0.0052 3 CO 4 
HV 3 2 0.3789 0.0011 3 CO 3 
HV 3 3 0.2958 0.0051 3 CO 3 
PO PO PO 0.9475 0.0478 PO PO PO 
GP 2 2 0.5383 0.0034 3 CO 2 
GP 2 2 0.427 0.0041 3 CO 2 
GP 2 2 0.5716 0.0199 2 HS 2 
GP 2 2 0.4531 0.0123 3 CO 2 
GP 2 2 0.5907 0.0 2 HS 2 
GP 2 2 0.5417 0.0025 2 HS 2 
PO PO PO 0.9864 0.0129 PO PO PO 
PO PO PO 0.98 0.018 PO PO PO 
GP 2 2 0.4744 0.0153 3 CO 2 
GGP 3 3 0.2793 0.0104 3 CO 3 
GGP 3 3 0.2679 0.0 3 CO 3 
GGP 3 2 0.3736 0.0049 3 CO 3 
GGP 3 3 0.3015 0.0068 3 CO 3 
GP 2 2 0.5189 0.0067 3 CO 2 
GP 2 2 0.532 0.0077 3 CO 2 
GP 2 2 0.5558 0.0012 2 HS 2 
GP 2 2 0.5505 0.0101 2 HS 2 
GP 2 2 0.4068 0.0072 3 CO 3 
GP 2 2 0.4471 0.0049 3 CO 2 
PO PO PO 0.9679 0.0287 PO PO PO 
GP 2 2 0.6258 0.0048 2 HS 2 
GP 2 2 0.535 0.0124 2 HS 2 
GP 2 2 0.6351 0.019 2 HS 2 
GP 2 2 0.5028 0.0071 2 HS 2 
GP 2 2 0.5292 0.0064 2 HS 2 
PO PO PO 0.9809 0.0181 PO PO PO 
GP 2 2 0.5532 0.0076 2 HS 2 
GP 2 2 0.5534 0.0143 2 HS 2 
GP 2 2 0.6942 0.0128 FS FS 2 
PO PO PO 0.9919 0.0071 PO PO PO 
GP 2 2 0.4476 0.0113 3 CO 2 
GP 2 2 0.6566 0.0159 FS FS 2 
GP 2 2 0.5654 0.0022 2 HS 2 
PO PO PO 0.9788 0.0197 PO PO PO 
GP 2 2 0.4649 0.0075 2 HS 2 
GP 2 2 0.6425 0.0115 2 AV 2 
GP 2 2 0.5327 0.0057 2 HS 2 
GP 2 2 0.5643 0.0071 2 HS 2 
MHS 2 2 0.5312 0.0101 3 CO 2 
HV 3 3 0.2888 0.0055 3 CO 3 
HC 4 3 0.1857 0.0047 4 NA 4 
HC 4 3 0.2028 0.0 4 NA 4 
HC 4 3 0.2214 0.0019 3 CO 4 
HC 4 3 0.1783 0.0028 4 NA 4 
HC 4 4 0.1499 0.0028 4 NA 4 
HV 3 3 0.2131 0.0 3 CO 4 
HC 4 4 0.1502 0.0 4 NA 4 
HC 4 4 0.1373 0.0 4 NA 4 
HC 4 4 0.1431 0.0 4 NA 4 
HC 4 4 0.1229 0.0 4 NA 4 
HC 4 4 0.149 0.0 4 NA 4 
HV 3 3 0.3065 0.0117 3 CO 3 
HC 4 3 0.2291 0.0034 3 CO 4 
HC 4 3 0.2294 0.001 4 NA 4 
HC 4 3 0.249 0.0024 3 CO 3 
HC 4 4 0.1441 0.0042 4 NA 4 
HC 4 3 0.1888 0.0024 4 NA 4 
HV 3 3 0.2573 0.0 3 CO 3 
HC 4 3 0.1835 0.008 4 NA 4 
HC 4 3 0.1818 0.0021 4 NA 4 
HC 4 3 0.1911 0.0089 3 CO 4 
HC 4 4 0.1511 0.0083 4 NA 4 
HC 4 3 0.1704 0.0109 4 NA 4 
HV 3 3 0.3361 0.0 3 CO 3 
HC 4 3 0.2444 0.0 3 CO 4 
HC 4 3 0.215 0.0 4 NA 4 
HC 4 3 0.2453 0.0012 3 CO 3 
HC 4 3 0.1809 0.0 4 NA 4 
HC 4 3 0.1897 0.0 4 NA 4 
HV 3 3 0.3163 0.0 3 CO 3 
HC 4 3 0.197 0.0023 4 NA 4 
HC 4 3 0.1956 0.0023 4 NA 4 
HC 4 3 0.222 0.0012 3 CO 4 
HC 4 4 0.1707 0.0 4 NA 4 
HC 4 4 0.1738 0.0 4 NA 4 
HV 3 2 0.3336 0.0207 3 CO 3 
HV 3 2 0.3234 0.0215 3 CO 3 
HV 3 2 0.3468 0.0205 3 CO 3 
HV 3 3 0.2522 0.0085 3 CO 3 
HV 3 3 0.3152 0.0025 3 CO 3 
MHS 2 2 0.5152 0.0087 3 CO 2 
HV 3 3 0.2601 0.007 3 CO 3 
HC 4 3 0.1837 0.0047 4 NA 4 
HC 4 4 0.1639 0.0036 4 NA 4 
HC 4 3 0.1875 0.0063 4 NA 4 
HV 3 3 0.2042 0.0 3 CO 4 
HC 4 4 0.1412 0.0 4 NA 4 
HC 4 4 0.1311 0.0 4 NA 4 
HC 4 4 0.1629 0.0 4 NA 4 
HV 3 3 0.3132 0.0025 3 CO 3 
HC 4 3 0.2397 0.0018 3 CO 4 
HC 4 3 0.2105 0.0088 4 NA 4 
HC 4 3 0.2423 0.0047 3 CO 4 
HV 3 3 0.2935 0.0028 3 CO 3 
HC 4 3 0.2074 0.0051 4 NA 4 
HC 4 3 0.228 0.0 4 NA 4 
HC 4 3 0.2053 0.0 3 CO 4 
HV 3 3 0.2822 0.0014 3 CO 3 
HC 4 3 0.2103 0.0025 4 NA 4 
HC 4 3 0.2023 0.0 4 NA 4 
HC 4 3 0.2213 0.0 3 CO 4 
HV 3 3 0.3005 0.0 3 CO 3 
HC 4 3 0.2074 0.0 4 NA 4 
HC 4 4 0.1583 0.0021 4 NA 4 
HC 4 3 0.238 0.0025 3 CO 4 
HV 3 2 0.34 0.0192 3 CO 3 
HV 3 3 0.3033 0.01 3 CO 3 
HV 3 2 0.3685 0.0103 3 CO 3 
MHS 2 2 0.5242 0.014 3 CO 2 
HV 3 3 0.3377 0.0015 3 CO 3 
HC 4 3 0.1823 0.0 4 NA 4 
HC 4 3 0.2355 0.0055 3 CO 4 
HC 4 3 0.2165 0.0017 4 NA 4 
HV 3 3 0.2465 0.0036 3 CO 3 
HC 4 4 0.1559 0.0 4 NA 4 
HC 4 4 0.1691 0.0012 4 NA 4 
HC 4 4 0.1622 0.001 4 NA 4 
HV 3 3 0.3192 0.0015 3 CO 3 
HC 4 3 0.211 0.0122 3 CO 4 
HC 4 3 0.2344 0.0044 3 CO 4 
HC 4 3 0.2104 0.0025 4 NA 4 
HV 3 3 0.2769 0.0 3 CO 3 
HC 4 4 0.1616 0.0 4 NA 4 
HC 4 3 0.2112 0.0035 3 CO 4 
HC 4 3 0.1959 0.0035 3 CO 4 
HV 3 3 0.2548 0.0 3 CO 3 
HC 4 4 0.1329 0.0 4 NA 4 
HC 4 3 0.2066 0.0 4 NA 4 
HC 4 4 0.1505 0.0 4 NA 4 
HV 3 3 0.2985 0.0 3 CO 3 
HC 4 3 0.192 0.0 4 NA 4 
HC 4 3 0.214 0.0 4 NA 4 
HC 4 3 0.1768 0.0 4 NA 4 
HV 3 3 0.2887 0.0038 3 CO 3 
HV 3 2 0.3542 0.0041 3 CO 3 
HV 3 3 0.3312 0.0035 3 CO 3 
MHS 2 2 0.5042 0.0097 3 CO 2 
HV 3 3 0.2559 0.0033 3 CO 3 
HC 4 3 0.1786 0.0 4 NA 4 
HC 4 3 0.1855 0.0051 4 NA 4 
HC 4 3 0.1965 0.0029 3 CO 4 
HC 4 3 0.1806 0.0 4 NA 4 
HV 3 3 0.1975 0.0015 3 CO 4 
HC 4 4 0.1311 0.0 4 NA 4 
HC 4 4 0.1403 0.0 4 NA 4 
HC 4 4 0.1539 0.0 4 NA 4 
HC 4 4 0.1268 0.0 4 NA 4 
HV 3 3 0.2908 0.004 3 CO 3 
HC 4 3 0.2228 0.0 3 CO 4 
HC 4 3 0.2156 0.0043 4 NA 4 
HC 4 3 0.2009 0.0046 4 NA 4 
HC 4 3 0.2185 0.0 4 NA 4 
HV 3 3 0.2379 0.008 3 CO 4 
HC 4 3 0.1809 0.0048 4 NA 4 
HC 4 3 0.2094 0.0047 4 NA 4 
HC 4 3 0.1947 0.0024 4 NA 4 
HC 4 4 0.1675 0.0011 4 NA 4 
HV 3 3 0.3228 0.0 3 CO 3 
HC 4 4 0.1751 0.0 4 NA 4 
HC 4 3 0.2115 0.0012 4 NA 4 
HC 4 3 0.2009 0.0018 4 NA 4 
HC 4 4 0.1698 0.0 4 NA 4 
HV 3 3 0.2771 0.0 3 CO 3 
HC 4 4 0.1755 0.0 4 NA 4 
HC 4 4 0.1581 0.0 4 NA 4 
HC 4 3 0.1861 0.0 4 NA 4 
HC 4 4 0.1692 0.0 4 NA 4 
HV 3 3 0.295 0.0139 3 CO 3 
HV 3 3 0.319 0.0081 3 CO 3 
HV 3 3 0.3221 0.0089 3 CO 3 
HV 3 3 0.2909 0.0041 3 CO 3 
MHS 2 2 0.6105 0.0182 2 HS 2 
HV 3 2 0.4089 0.009 3 CO 3 
HV 3 3 0.3402 0.0058 3 CO 3 
HV 3 2 0.3917 0.0039 3 CO 3 
HV 3 3 0.3247 0.0108 3 CO 3 
HV 3 2 0.3457 0.0083 3 CO 3 
MHS 2 2 0.5451 0.0172 2 HS 2 
HV 3 2 0.3424 0.0096 3 CO 3 
HV 3 3 0.3283 0.0054 ERSAdeg ERSArel 3 
HV 3 2 0.4095 0.0092 3 CO 3 
MHS 2 2 0.5594 0.0103 2 HS 2 
HV 3 3 0.2853 0.0015 3 CO 3 
HV 3 2 0.4044 0.0023 3 CO 3 
HV 3 2 0.3574 0.0015 3 CO 3 
MHS 2 2 0.5289 0.0022 2 HS 2 
HV 3 3 0.2487 0.0102 3 CO 3 
HV 3 2 0.351 0.0115 3 CO 3 
HV 3 3 0.302 0.0173 3 CO 3 
HV 3 3 0.2991 0.0032 3 CO 3 
MHS 2 2 0.5602 0.0086 2 HS 2 
HV 3 3 0.2759 0.0028 3 CO 3 
HC 4 3 0.2002 0.0 4 NA 4 
HC 4 3 0.1805 0.0 4 NA 4 
HC 4 3 0.1955 0.0 4 NA 4 
HC 4 4 0.1574 0.0015 4 NA 4 
HC 4 3 0.1843 0.0065 4 NA 4 
HV 3 3 0.3191 0.0018 3 CO 3 
HC 4 3 0.2368 0.0038 3 CO 4 
HC 4 3 0.2255 0.001 3 CO 4 
HC 4 3 0.2442 0.0 3 CO 4 
HC 4 3 0.2161 0.0 4 NA 4 
HC 4 3 0.224 0.0015 3 CO 4 
HV 3 3 0.315 0.0062 3 CO 3 
HC 4 3 0.2226 0.0033 3 CO 4 
HC 4 3 0.1969 0.0 4 NA 4 
HC 4 3 0.2264 0.0 3 CO 4 
HC 4 3 0.2032 0.0031 4 NA 4 
HC 4 3 0.1757 0.0074 4 NA 4 
HV 3 3 0.3169 0.0015 3 CO 3 
HC 4 3 0.2288 0.0 3 CO 4 
HC 4 3 0.2078 0.0 3 CO 4 
HC 4 3 0.2246 0.0055 3 CO 4 
HC 4 3 0.2023 0.003 4 NA 4 
HC 4 3 0.2113 0.0 4 NA 4 
HV 3 3 0.3231 0.0062 3 CO 3 
HC 4 3 0.2422 0.0 3 CO 4 
HC 4 3 0.224 0.0044 3 CO 4 
HC 4 3 0.2689 0.0013 3 CO 3 
HC 4 3 0.2232 0.0033 4 NA 4 
HC 4 3 0.2207 0.0014 3 CO 4 
HV 3 3 0.2227 0.0017 4 NA 4 
HC 4 3 0.1942 0.0042 4 NA 4 
HC 4 4 0.1505 0.0063 4 NA 4 
HC 4 3 0.205 0.0015 4 NA 4 
HC 4 4 0.1549 0.0022 4 NA 4 
HC 4 3 0.1818 0.0033 4 NA 4 
HV 3 3 0.2819 0.0011 3 CO 3 
HC 4 3 0.2029 0.0033 3 CO 4 
HC 4 3 0.2012 0.0011 4 NA 4 
HC 4 3 0.2288 0.0013 3 CO 4 
HC 4 3 0.1997 0.0022 4 NA 4 
HC 4 4 0.1691 0.0028 4 NA 4 
HV 3 2 0.3473 0.0256 3 CO 3 
HV 3 2 0.3097 0.0248 3 CO 3 
HV 3 2 0.3838 0.0251 3 CO 3 
HV 3 3 0.3266 0.0057 3 CO 3 
HV 3 3 0.3269 0.0038 3 CO 3 
MHS 2 2 0.503 0.0118 3 CO 2 
HV 3 3 0.277 0.0011 3 CO 3 
HC 4 4 0.1683 0.0 4 NA 4 
HC 4 3 0.2124 0.0 4 NA 4 
HC 4 3 0.2026 0.0 4 NA 4 
HV 3 3 0.2772 0.0034 3 CO 3 
HC 4 3 0.1792 0.0035 ERSAdeg ERSArel 4 
HC 4 3 0.1802 0.0043 4 NA 4 
HC 4 3 0.2432 0.0036 3 CO 3 
HV 3 3 0.3272 0.0012 3 CO 3 
HC 4 3 0.2318 0.0041 ERSAdeg ERSArel 4 
HC 4 3 0.1954 0.0011 4 NA 4 
HC 4 3 0.2411 0.0 3 CO 4 
HV 3 3 0.2712 0.0015 3 CO 3 
HC 4 3 0.1752 0.0028 ERSAdeg ERSArel 4 
HC 4 3 0.1891 0.0086 4 NA 4 
HC 4 3 0.2058 0.0 3 CO 4 
HV 3 3 0.3121 0.0017 3 CO 3 
HC 4 3 0.1943 0.0026 4 NA 4 
HC 4 3 0.1937 0.0 4 NA 4 
HC 4 3 0.2693 0.0076 3 CO 3 
HV 3 3 0.2072 0.004 3 CO 4 
HC 4 4 0.1416 0.0015 4 NA 4 
HC 4 4 0.159 0.0022 4 NA 4 
HC 4 3 0.1764 0.0026 4 NA 4 
