               PAIR_ID        IID1        H1        IID2        H2       HSR   N
   SampleAD8_SampleAR9   SampleAD8  0.778394   SampleAR9  0.775486  0.996264  19
  SampleAD8_SampleAR10   SampleAD8  0.792581  SampleAR10  0.615921  0.777107  27
   SampleAD8_SampleAS0   SampleAD8  0.797887   SampleAS0  0.863515  0.923999  17
   SampleAD8_SampleAS1   SampleAD8  0.824221   SampleAS1  0.938992  0.877773  17
   SampleAD9_SampleAR5   SampleAD9  0.763075   SampleAR5  0.863373  0.883830  19
   SampleAD9_SampleAR6   SampleAD9  0.824996   SampleAR6  0.866209  0.952421  17
   SampleAD9_SampleAR7   SampleAD9  0.732916   SampleAR7  0.754953  0.970810  23
   SampleAD9_SampleAR8   SampleAD9  0.780989   SampleAR8  0.729256  0.933760  29
   SampleAD9_SampleAR9   SampleAD9  0.882137   SampleAR9  0.854993  0.969229  18
  SampleAD9_SampleAR10   SampleAD9  0.907174  SampleAR10  0.841366  0.927458  22
   SampleAD9_SampleAS0   SampleAD9  0.800495   SampleAS0  0.829490  0.965045  13
   SampleAD9_SampleAS1   SampleAD9  0.893152   SampleAS1  0.937978  0.952210  28
  SampleAD10_SampleAR5  SampleAD10  0.802643   SampleAR5  0.841036  0.954350  31
  SampleAD10_SampleAR6  SampleAD10  0.805906   SampleAR6  0.732579  0.909013  25
  SampleAD10_SampleAR7  SampleAD10  0.828505   SampleAR7  0.692210  0.835493  25
  SampleAD10_SampleAR8  SampleAD10  0.825758   SampleAR8  0.873955  0.944851  22
  SampleAD10_SampleAR9  SampleAD10  0.865887   SampleAR9  0.943386  0.917850  25
 SampleAD10_SampleAR10  SampleAD10  0.900167  SampleAR10  0.737578  0.819379  23
  SampleAD10_SampleAS0  SampleAD10  0.846947   SampleAS0  0.831700  0.981997  17
  SampleAD10_SampleAS1  SampleAD10  0.920105   SampleAS1  0.805642  0.875599  23
   SampleAE0_SampleAR5   SampleAE0  0.663924   SampleAR5  0.844976  0.785731  15
   SampleAE0_SampleAR6   SampleAE0  0.795766   SampleAR6  0.801561  0.992772  19
   SampleAE0_SampleAR7   SampleAE0  0.743370   SampleAR7  0.844839  0.879895  19
   SampleAE0_SampleAR9   SampleAE0  0.867644   SampleAR9  0.882344  0.983339  17
  SampleAE0_SampleAR10   SampleAE0  0.906038  SampleAR10  0.762282  0.841336  15
   SampleAE0_SampleAS0   SampleAE0  0.737576   SampleAS0  0.730870  0.990909  30
   SampleAE0_SampleAS1   SampleAE0  0.806867   SampleAS1  0.743002  0.920849  14
   SampleAE1_SampleAR5   SampleAE1  0.633876   SampleAR5  0.889526  0.712600  18
   SampleAE1_SampleAR6   SampleAE1  0.865911   SampleAR6  0.750884  0.867161  12
   SampleAE1_SampleAR7   SampleAE1  0.682670   SampleAR7  0.763999  0.893548  20
   SampleAE1_SampleAR8   SampleAE1  0.642809   SampleAR8  0.883874  0.727263  24
   SampleAE1_SampleAR9   SampleAE1  0.777631   SampleAR9  0.816693  0.952170  18
  SampleAE1_SampleAR10   SampleAE1  0.843596  SampleAR10  0.967278  0.872134  15
   SampleAE1_SampleAS0   SampleAE1  0.894463   SampleAS0  0.802255  0.896912  18
   SampleAE1_SampleAS1   SampleAE1  0.668576   SampleAS1  0.931491  0.717749   9
   SampleAE2_SampleAR5   SampleAE2  0.967029   SampleAR5  0.775960  0.802416  12
   SampleAE2_SampleAR6   SampleAE2  0.945965   SampleAR6  0.908284  0.960166  12
   SampleAE2_SampleAR7   SampleAE2  0.956435   SampleAR7  0.833530  0.871497  11
   SampleAE2_SampleAR8   SampleAE2  0.970093   SampleAR8  0.933611  0.962394  14
   SampleAE2_SampleAR9   SampleAE2  0.884372   SampleAR9  0.673528  0.761589  13
  SampleAE2_SampleAR10   SampleAE2  0.732256  SampleAR10  0.650230  0.887982  13
   SampleAE2_SampleAS0   SampleAE2  0.803056   SampleAS0  0.860849  0.932865  16
   SampleAE2_SampleAS1   SampleAE2  0.737522   SampleAS1  0.767477  0.960970  13
   SampleAE3_SampleAR5   SampleAE3  0.790619   SampleAR5  0.756120  0.956365  22
   SampleAE3_SampleAR6   SampleAE3  0.817356   SampleAR6  0.867115  0.942616  23
   SampleAE3_SampleAR7   SampleAE3  0.782304   SampleAR7  0.882527  0.886437  23
   SampleAE3_SampleAR8   SampleAE3  0.837981   SampleAR8  0.812697  0.969827  17
   SampleAE3_SampleAR9   SampleAE3  0.721593   SampleAR9  0.959555  0.752008  14
  SampleAE3_SampleAR10   SampleAE3  0.817148  SampleAR10  0.898554  0.909404  16
   SampleAE3_SampleAS0   SampleAE3  0.742496   SampleAS0  0.785420  0.945350  20
   SampleAE3_SampleAS1   SampleAE3  0.863043   SampleAS1  0.728562  0.844178  16
   SampleAD7_SampleAS2   SampleAD7  0.824939   SampleAS2  0.960765  0.858627  13
   SampleAD7_SampleAS3   SampleAD7  0.696166   SampleAS3  0.692046  0.994083  32
   SampleAD7_SampleAS4   SampleAD7  0.825807   SampleAS4  0.731323  0.885586  17
   SampleAD7_SampleAS5   SampleAD7  0.742210   SampleAS5  0.708783  0.954964  16
   SampleAD7_SampleAS6   SampleAD7  0.866350   SampleAS6  0.870020  0.995782  36
   SampleAD7_SampleAS7   SampleAD7  0.788840   SampleAS7  0.861263  0.915911  16
   SampleAD7_SampleAS8   SampleAD7  0.825673   SampleAS8  0.902765  0.914605  14
   SampleAD7_SampleAS9   SampleAD7  0.629723   SampleAS9  0.751722  0.837707  23
   SampleAD8_SampleAS2   SampleAD8  0.835116   SampleAS2  0.901735  0.926121  14
   SampleAD8_SampleAS3   SampleAD8  0.746203   SampleAS3  0.772825  0.965552  18
   SampleAD8_SampleAS4   SampleAD8  0.818293   SampleAS4  0.751453  0.918318  18
   SampleAD8_SampleAS6   SampleAD8  0.939081   SampleAS6  0.880560  0.937683  33
   SampleAD8_SampleAS7   SampleAD8  0.859818   SampleAS7  0.785079  0.913076  18
   SampleAD8_SampleAS8   SampleAD8  0.800210   SampleAS8  0.800755  0.999319  12
   SampleAD8_SampleAS9   SampleAD8  0.802025   SampleAS9  0.795431  0.991779  17
   SampleAD9_SampleAS2   SampleAD9  0.804341   SampleAS2  0.697594  0.867286  18
   SampleAD9_SampleAS3   SampleAD9  0.894664   SampleAS3  0.718973  0.803624  19
   SampleAD9_SampleAS4   SampleAD9  0.825374   SampleAS4  0.748885  0.907327  17
   SampleAD9_SampleAS5   SampleAD9  0.715400   SampleAS5  0.659826  0.922317  18
   SampleAD9_SampleAS6   SampleAD9  0.853021   SampleAS6  0.860219  0.991633  31
   SampleAD9_SampleAS7   SampleAD9  0.878632   SampleAS7  0.864349  0.983744  23
   SampleAD9_SampleAS8   SampleAD9  0.751121   SampleAS8  0.899981  0.834597  28
   SampleAD9_SampleAS9   SampleAD9  0.740269   SampleAS9  0.834273  0.887322  23
  SampleAD10_SampleAS2  SampleAD10  0.790081   SampleAS2  0.899820  0.878043  20
  SampleAD10_SampleAS3  SampleAD10  0.748918   SampleAS3  0.887845  0.843524  22
  SampleAD10_SampleAS4  SampleAD10  0.876485   SampleAS4  0.719951  0.821407  23
  SampleAD10_SampleAS5  SampleAD10  0.790398   SampleAS5  0.870190  0.908305  17
  SampleAD10_SampleAS6  SampleAD10  0.880710   SampleAS6  0.813164  0.923305  32
  SampleAD10_SampleAS7  SampleAD10  0.795923   SampleAS7  0.859902  0.925597  23
  SampleAD10_SampleAS8  SampleAD10  0.785624   SampleAS8  0.778258  0.990623  22
  SampleAD10_SampleAS9  SampleAD10  0.777399   SampleAS9  0.695512  0.894665  23
   SampleAE0_SampleAS2   SampleAE0  0.765215   SampleAS2  0.736589  0.962591  21
   SampleAE0_SampleAS3   SampleAE0  0.803690   SampleAS3  0.768380  0.956064  21
   SampleAE0_SampleAS4   SampleAE0  0.793291   SampleAS4  0.748953  0.944108  28
   SampleAE0_SampleAS5   SampleAE0  0.842601   SampleAS5  0.764124  0.906864  23
   SampleAE0_SampleAS6   SampleAE0  0.768933   SampleAS6  0.813482  0.945236  20
   SampleAE0_SampleAS7   SampleAE0  0.834046   SampleAS7  0.829194  0.994182  19
   SampleAE0_SampleAS8   SampleAE0  0.774328   SampleAS8  0.862391  0.897886  18
   SampleAE0_SampleAS9   SampleAE0  0.793303   SampleAS9  0.831688  0.953848  25
   SampleAE1_SampleAS2   SampleAE1  0.771408   SampleAS2  0.745850  0.966868  18
   SampleAE1_SampleAS3   SampleAE1  0.744389   SampleAS3  0.795364  0.935910  26
   SampleAE1_SampleAS4   SampleAE1  0.750688   SampleAS4  0.752687  0.997344  17
   SampleAE1_SampleAS5   SampleAE1  0.837708   SampleAS5  0.751049  0.896553  23
   SampleAE1_SampleAS6   SampleAE1  0.748731   SampleAS6  0.622292  0.831129  20
   SampleAE1_SampleAS7   SampleAE1  0.807370   SampleAS7  0.888290  0.908904  12
   SampleAE1_SampleAS8   SampleAE1  0.846407   SampleAS8  0.956639  0.884772  12
   SampleAE1_SampleAS9   SampleAE1  0.641661   SampleAS9  0.803530  0.798552  27
   SampleAE2_SampleAS2   SampleAE2  0.843463   SampleAS2  0.840739  0.996770  13
   SampleAE2_SampleAS3   SampleAE2  0.831973   SampleAS3  0.708993  0.852183  24
   SampleAE2_SampleAS4   SampleAE2  0.780385   SampleAS4  0.801417  0.973756  20
   SampleAE2_SampleAS5   SampleAE2  0.803847   SampleAS5  0.716640  0.891513  15
   SampleAE2_SampleAS7   SampleAE2  0.826439   SampleAS7  0.896812  0.921530  12
   SampleAE2_SampleAS8   SampleAE2  0.745861   SampleAS8  0.803400  0.928380  15
   SampleAE2_SampleAS9   SampleAE2  0.843628   SampleAS9  0.752824  0.892365  22
   SampleAE3_SampleAS2   SampleAE3  0.868427   SampleAS2  0.686239  0.790209  21
   SampleAE3_SampleAS3   SampleAE3  0.838105   SampleAS3  0.791763  0.944706  23
   SampleAE3_SampleAS4   SampleAE3  0.867722   SampleAS4  0.846321  0.975337  14
   SampleAE3_SampleAS5   SampleAE3  0.747677   SampleAS5  0.748611  0.998753  20
   SampleAE3_SampleAS6   SampleAE3  0.707230   SampleAS6  0.807135  0.876223  19
   SampleAE3_SampleAS7   SampleAE3  0.853171   SampleAS7  0.746418  0.874874  18
   SampleAE3_SampleAS8   SampleAE3  0.860073   SampleAS8  0.769879  0.895131  22
   SampleAE3_SampleAS9   SampleAE3  0.762330   SampleAS9  0.826499  0.922361  23
  SampleAD7_SampleAS10   SampleAD7  0.835013  SampleAS10  0.864280  0.966137  27
   SampleAD7_SampleAT0   SampleAD7  0.800027   SampleAT0  0.915076  0.874274  17
   SampleAD7_SampleAT1   SampleAD7  0.884699   SampleAT1  0.886832  0.997595  21
   SampleAD7_SampleAT2   SampleAD7  0.790560   SampleAT2  0.839589  0.941604  23
   SampleAD7_SampleAT3   SampleAD7  0.856238   SampleAT3  0.783311  0.914828  21
   SampleAD7_SampleAT4   SampleAD7  0.670440   SampleAT4  0.717479  0.934439  23
   SampleAD7_SampleAT5   SampleAD7  0.836674   SampleAT5  0.850972  0.983198  17
   SampleAD7_SampleAT6   SampleAD7  0.920275   SampleAT6  0.867831  0.943013  20
  SampleAD8_SampleAS10   SampleAD8  0.918949  SampleAS10  0.854419  0.929779  27
   SampleAD8_SampleAT0   SampleAD8  0.693527   SampleAT0  1.000000  0.693527  14
   SampleAD8_SampleAT1   SampleAD8  0.947258   SampleAT1  0.892853  0.942566  20
   SampleAD8_SampleAT2   SampleAD8  0.842896   SampleAT2  0.917789  0.918399  17
   SampleAD8_SampleAT3   SampleAD8  0.763142   SampleAT3  0.873961  0.873199  17
   SampleAD8_SampleAT4   SampleAD8  0.848263   SampleAT4  0.849012  0.999117  14
   SampleAD8_SampleAT5   SampleAD8  0.830153   SampleAT5  0.938806  0.884264  12
   SampleAD8_SampleAT6   SampleAD8  0.898191   SampleAT6  0.752040  0.837283  28
  SampleAD9_SampleAS10   SampleAD9  0.902698  SampleAS10  0.745410  0.825758  24
   SampleAD9_SampleAT0   SampleAD9  0.953903   SampleAT0  0.951531  0.997514  13
   SampleAD9_SampleAT1   SampleAD9  0.819265   SampleAT1  0.677035  0.826393  21
   SampleAD9_SampleAT2   SampleAD9  0.778670   SampleAT2  0.879234  0.885624  20
   SampleAD9_SampleAT3   SampleAD9  0.883783   SampleAT3  0.823000  0.931223  19
   SampleAD9_SampleAT4   SampleAD9  0.844423   SampleAT4  0.784656  0.929221  17
   SampleAD9_SampleAT5   SampleAD9  0.880674   SampleAT5  0.814032  0.924327  15
   SampleAD9_SampleAT6   SampleAD9  0.905443   SampleAT6  0.905881  0.999516  35
 SampleAD10_SampleAS10  SampleAD10  0.715975  SampleAS10  0.749653  0.955075  26
  SampleAD10_SampleAT0  SampleAD10  0.867493   SampleAT0  0.866708  0.999095  12
  SampleAD10_SampleAT1  SampleAD10  0.866045   SampleAT1  0.926971  0.934274  27
  SampleAD10_SampleAT2  SampleAD10  0.711791   SampleAT2  0.821070  0.866906  23
  SampleAD10_SampleAT3  SampleAD10  0.910973   SampleAT3  0.891450  0.978569  16
  SampleAD10_SampleAT4  SampleAD10  0.869999   SampleAT4  0.733432  0.843026  19
  SampleAD10_SampleAT5  SampleAD10  0.897224   SampleAT5  0.887549  0.989217  19
  SampleAD10_SampleAT6  SampleAD10  0.890759   SampleAT6  0.923824  0.964209  14
  SampleAE0_SampleAS10   SampleAE0  0.749180  SampleAS10  0.759586  0.986299  18
   SampleAE0_SampleAT1   SampleAE0  0.921602   SampleAT1  0.820645  0.890455  23
   SampleAE0_SampleAT2   SampleAE0  0.831833   SampleAT2  0.729994  0.877573  20
   SampleAE0_SampleAT3   SampleAE0  0.830420   SampleAT3  0.683640  0.823246  18
   SampleAE0_SampleAT5   SampleAE0  0.813665   SampleAT5  0.787223  0.967503  15
   SampleAE0_SampleAT6   SampleAE0  0.869145   SampleAT6  0.737287  0.848291  25
  SampleAE1_SampleAS10   SampleAE1  0.790127  SampleAS10  0.819230  0.964475  14
   SampleAE1_SampleAT0   SampleAE1  0.811817   SampleAT0  0.947390  0.856898   9
   SampleAE1_SampleAT1   SampleAE1  0.924330   SampleAT1  0.889020  0.961799  26
   SampleAE1_SampleAT2   SampleAE1  0.609768   SampleAT2  0.705004  0.864914  17
   SampleAE1_SampleAT3   SampleAE1  0.745452   SampleAT3  0.759936  0.980941  20
   SampleAE1_SampleAT4   SampleAE1  0.698853   SampleAT4  0.857112  0.815357  12
   SampleAE1_SampleAT5   SampleAE1  0.757368   SampleAT5  0.892200  0.848877  10
   SampleAE1_SampleAT6   SampleAE1  0.915389   SampleAT6  0.794356  0.867779  22
  SampleAE2_SampleAS10   SampleAE2  0.834584  SampleAS10  0.865596  0.964173  13
   SampleAE2_SampleAT0   SampleAE2  0.856201   SampleAT0  0.939330  0.911502  13
   SampleAE2_SampleAT1   SampleAE2  0.863240   SampleAT1  0.811108  0.939609  15
   SampleAE2_SampleAT2   SampleAE2  0.660349   SampleAT2  0.707229  0.933712  18
   SampleAE2_SampleAT3   SampleAE2  0.760923   SampleAT3  0.763441  0.996702  12
   SampleAE2_SampleAT4   SampleAE2  0.805244   SampleAT4  0.824373  0.976796  16
   SampleAE2_SampleAT5   SampleAE2  0.746870   SampleAT5  0.858795  0.869672  16
   SampleAE2_SampleAT6   SampleAE2  0.927263   SampleAT6  0.797521  0.860081  13
  SampleAE3_SampleAS10   SampleAE3  0.814193  SampleAS10  0.772528  0.948826  20
   SampleAE3_SampleAT1   SampleAE3  0.759092   SampleAT1  0.745189  0.981685  17
   SampleAE3_SampleAT2   SampleAE3  0.767647   SampleAT2  0.860385  0.892214  13
   SampleAE3_SampleAT3   SampleAE3  0.818069   SampleAT3  0.805842  0.985053  24
   SampleAE3_SampleAT4   SampleAE3  0.904444   SampleAT4  0.799740  0.884234  10
   SampleAE3_SampleAT5   SampleAE3  0.781297   SampleAT5  0.732178  0.937132  13
   SampleAE3_SampleAT6   SampleAE3  0.866319   SampleAT6  0.806349  0.930776  21
   SampleAD7_SampleAT7   SampleAD7  0.814597   SampleAT7  0.714799  0.877487  22
   SampleAD7_SampleAT8   SampleAD7  0.824815   SampleAT8  0.687563  0.833596  27
   SampleAD7_SampleAT9   SampleAD7  0.733963   SampleAT9  0.830581  0.883674  24
  SampleAD7_SampleAT10   SampleAD7  0.889310  SampleAT10  0.806071  0.906401  25
   SampleAD7_SampleAU0   SampleAD7  0.716841   SampleAU0  0.692692  0.966311  24
   SampleAD7_SampleAU1   SampleAD7  0.848628   SampleAU1  0.879373  0.965038  25
   SampleAD7_SampleAU2   SampleAD7  0.770681   SampleAU2  0.812518  0.948510  23
   SampleAD7_SampleAU3   SampleAD7  0.799017   SampleAU3  0.816688  0.978363  24
   SampleAD8_SampleAT7   SampleAD8  0.824535   SampleAT7  0.824286  0.999698  18
   SampleAD8_SampleAT8   SampleAD8  0.925348   SampleAT8  0.861955  0.931492  15
   SampleAD8_SampleAT9   SampleAD8  0.885926   SampleAT9  0.842610  0.951107  13
  SampleAD8_SampleAT10   SampleAD8  0.836722  SampleAT10  0.759271  0.907435  23
   SampleAD8_SampleAU0   SampleAD8  0.729263   SampleAU0  0.718998  0.985924  28
   SampleAD8_SampleAU1   SampleAD8  0.868080   SampleAU1  0.861035  0.991885  27
   SampleAD8_SampleAU2   SampleAD8  0.765514   SampleAU2  0.793163  0.965141  23
   SampleAD8_SampleAU3   SampleAD8  0.814585   SampleAU3  0.798119  0.979786  24
   SampleAD9_SampleAT7   SampleAD9  0.726562   SampleAT7  0.757975  0.958557  24
   SampleAD9_SampleAT8   SampleAD9  0.767969   SampleAT8  0.746966  0.972651  24
   SampleAD9_SampleAT9   SampleAD9  0.832175   SampleAT9  0.727437  0.874139  20
  SampleAD9_SampleAT10   SampleAD9  0.815632  SampleAT10  0.768599  0.942335  26
   SampleAD9_SampleAU0   SampleAD9  0.798781   SampleAU0  0.767106  0.960345  24
   SampleAD9_SampleAU2   SampleAD9  0.824862   SampleAU2  0.895579  0.921037  21
   SampleAD9_SampleAU3   SampleAD9  0.783787   SampleAU3  0.783363  0.999459  42
  SampleAD10_SampleAT7  SampleAD10  0.895275   SampleAT7  0.814025  0.909246  19
  SampleAD10_SampleAT8  SampleAD10  0.767165   SampleAT8  0.817122  0.938863  20
  SampleAD10_SampleAT9  SampleAD10  0.836804   SampleAT9  0.798229  0.953902  17
 SampleAD10_SampleAT10  SampleAD10  0.788439  SampleAT10  0.865804  0.910643  22
  SampleAD10_SampleAU0  SampleAD10  0.891868   SampleAU0  0.729268  0.817686  25
  SampleAD10_SampleAU1  SampleAD10  0.839596   SampleAU1  0.832730  0.991822  21
  SampleAD10_SampleAU2  SampleAD10  0.853279   SampleAU2  0.864815  0.986661  19
  SampleAD10_SampleAU3  SampleAD10  0.793087   SampleAU3  0.789513  0.995494  27
   SampleAE0_SampleAT7   SampleAE0  0.910299   SampleAT7  0.882359  0.969308  18
   SampleAE0_SampleAT8   SampleAE0  0.816089   SampleAT8  0.880178  0.927187  19
   SampleAE0_SampleAT9   SampleAE0  0.858971   SampleAT9  0.921183  0.932465  14
  SampleAE0_SampleAT10   SampleAE0  0.781615  SampleAT10  0.718061  0.918690  21
   SampleAE0_SampleAU0   SampleAE0  0.811580   SampleAU0  0.758969  0.935174  22
   SampleAE0_SampleAU1   SampleAE0  0.686304   SampleAU1  0.696727  0.985040  23
   SampleAE0_SampleAU2   SampleAE0  0.956625   SampleAU2  0.958583  0.997958  39
   SampleAE0_SampleAU3   SampleAE0  0.882359   SampleAU3  0.743324  0.842428  25
   SampleAE1_SampleAT7   SampleAE1  0.861606   SampleAT7  0.862095  0.999433  23
   SampleAE1_SampleAT8   SampleAE1  0.835581   SampleAT8  0.846317  0.987315  29
   SampleAE1_SampleAT9   SampleAE1  0.773064   SampleAT9  0.839941  0.920378  18
  SampleAE1_SampleAT10   SampleAE1  0.952471  SampleAT10  0.822576  0.863623  21
   SampleAE1_SampleAU0   SampleAE1  0.863038   SampleAU0  0.801150  0.928290  25
   SampleAE1_SampleAU1   SampleAE1  0.756708   SampleAU1  0.771374  0.980987  17
   SampleAE1_SampleAU2   SampleAE1  0.762796   SampleAU2  0.763118  0.999578  19
   SampleAE1_SampleAU3   SampleAE1  0.814088   SampleAU3  0.871143  0.934505  22
   SampleAE2_SampleAT7   SampleAE2  0.892785   SampleAT7  0.830587  0.930333  13
   SampleAE2_SampleAT8   SampleAE2  0.758051   SampleAT8  0.702995  0.927371  16
   SampleAE2_SampleAT9   SampleAE2  0.753814   SampleAT9  0.810256  0.930341  16
  SampleAE2_SampleAT10   SampleAE2  0.835968  SampleAT10  0.730230  0.873514  14
   SampleAE2_SampleAU0   SampleAE2  0.895330   SampleAU0  0.722144  0.806568  18
   SampleAE2_SampleAU1   SampleAE2  0.816454   SampleAU1  0.806282  0.987541  17
   SampleAE2_SampleAU2   SampleAE2  0.781452   SampleAU2  0.659572  0.844034  16
   SampleAE2_SampleAU3   SampleAE2  0.793194   SampleAU3  0.826341  0.959886   8
   SampleAE3_SampleAT7   SampleAE3  0.776718   SampleAT7  0.762956  0.982281  12
   SampleAE3_SampleAT8   SampleAE3  0.715923   SampleAT8  0.855403  0.836942  13
   SampleAE3_SampleAT9   SampleAE3  0.775579   SampleAT9  0.794238  0.976507  16
  SampleAE3_SampleAT10   SampleAE3  0.881079  SampleAT10  0.951802  0.925696  13
   SampleAE3_SampleAU0   SampleAE3  0.772865   SampleAU0  0.777384  0.994186  19
   SampleAE3_SampleAU1   SampleAE3  0.821150   SampleAU1  0.859611  0.955257  21
   SampleAE3_SampleAU2   SampleAE3  0.743418   SampleAU2  0.850067  0.874540  32
   SampleAE3_SampleAU3   SampleAE3  0.660073   SampleAU3  0.942335  0.700466  12
   SampleAD7_SampleAU4   SampleAD7  0.796805   SampleAU4  0.811991  0.981297  30
   SampleAD7_SampleAU5   SampleAD7  0.745366   SampleAU5  0.834921  0.892739  28
   SampleAD7_SampleAU6   SampleAD7  0.782301   SampleAU6  0.672345  0.859445  22
   SampleAD7_SampleAU7   SampleAD7  0.852778   SampleAU7  0.650709  0.763046  20
   SampleAD7_SampleAU8   SampleAD7  0.840969   SampleAU8  0.847474  0.992324  28
   SampleAD7_SampleAU9   SampleAD7  0.766883   SampleAU9  0.816004  0.939802  28
  SampleAD7_SampleAU10   SampleAD7  0.869658  SampleAU10  0.842146  0.968365  21
   SampleAD7_SampleAV0   SampleAD7  0.925518   SampleAV0  0.936629  0.988137  21
   SampleAD8_SampleAU4   SampleAD8  0.782004   SampleAU4  0.764626  0.977778  28
   SampleAD8_SampleAU5   SampleAD8  0.839656   SampleAU5  0.762139  0.907680  22
   SampleAD8_SampleAU6   SampleAD8  0.814568   SampleAU6  0.857626  0.949794  19
   SampleAD8_SampleAU7   SampleAD8  0.781847   SampleAU7  0.781446  0.999488  21
   SampleAD8_SampleAU8   SampleAD8  0.819616   SampleAU8  0.818639  0.998808  25
   SampleAD8_SampleAU9   SampleAD8  0.701726   SampleAU9  0.882259  0.795373  25
  SampleAD8_SampleAU10   SampleAD8  0.712708  SampleAU10  0.770074  0.925505  23
   SampleAD8_SampleAV0   SampleAD8  0.898982   SampleAV0  0.892584  0.992884  21
   SampleAD9_SampleAU4   SampleAD9  0.828831   SampleAU4  0.823066  0.993044  22
   SampleAD9_SampleAU5   SampleAD9  0.813798   SampleAU5  0.869601  0.935829  23
   SampleAD9_SampleAU6   SampleAD9  0.787376   SampleAU6  0.748631  0.950793  20
