               PAIR_ID        IID1        H1        IID2        H2       HSR   N
   SampleAJ1_SampleAK6   SampleAJ1  0.749063   SampleAK6  0.807258  0.927911  28
   SampleAJ1_SampleAK7   SampleAJ1  0.935669   SampleAK7  0.826372  0.883188  25
   SampleAJ1_SampleAK8   SampleAJ1  0.865203   SampleAK8  0.862012  0.996312  24
   SampleAJ1_SampleAK9   SampleAJ1  0.774227   SampleAK9  0.762671  0.985075  25
   SampleAJ2_SampleAK2   SampleAJ2  0.776859   SampleAK2  0.710827  0.915001  20
   SampleAJ2_SampleAK3   SampleAJ2  0.867011   SampleAK3  0.794349  0.916191  21
   SampleAJ2_SampleAK4   SampleAJ2  0.853462   SampleAK4  0.819903  0.960678  21
   SampleAJ2_SampleAK5   SampleAJ2  0.843726   SampleAK5  0.882987  0.955536  17
   SampleAJ2_SampleAK6   SampleAJ2  0.744385   SampleAK6  0.714746  0.960183  24
   SampleAJ2_SampleAK7   SampleAJ2  0.715715   SampleAK7  0.736448  0.971847  15
   SampleAJ2_SampleAK8   SampleAJ2  0.668169   SampleAK8  0.641816  0.960559  18
   SampleAJ2_SampleAK9   SampleAJ2  0.861942   SampleAK9  0.898323  0.959502  26
   SampleAJ3_SampleAK2   SampleAJ3  0.828273   SampleAK2  0.804147  0.970871  20
   SampleAJ3_SampleAK3   SampleAJ3  0.930066   SampleAK3  0.867797  0.933049  19
   SampleAJ3_SampleAK4   SampleAJ3  0.711709   SampleAK4  0.831865  0.855559  16
   SampleAJ3_SampleAK5   SampleAJ3  0.708305   SampleAK5  0.757274  0.935335  16
   SampleAJ3_SampleAK6   SampleAJ3  0.881829   SampleAK6  0.876174  0.993587  22
   SampleAJ3_SampleAK7   SampleAJ3  0.797626   SampleAK7  0.841538  0.947819  18
   SampleAJ3_SampleAK8   SampleAJ3  0.779509   SampleAK8  0.867259  0.898820  21
   SampleAJ3_SampleAK9   SampleAJ3  0.816740   SampleAK9  0.725961  0.888852  15
   SampleAJ4_SampleAK2   SampleAJ4  0.837886   SampleAK2  0.926732  0.904130  23
   SampleAJ4_SampleAK3   SampleAJ4  0.851098   SampleAK3  0.852263  0.998633  21
   SampleAJ4_SampleAK4   SampleAJ4  0.775846   SampleAK4  0.779849  0.994867  25
   SampleAJ4_SampleAK5   SampleAJ4  0.767436   SampleAK5  0.841677  0.911794  18
   SampleAJ4_SampleAK6   SampleAJ4  0.790106   SampleAK6  0.719666  0.910847  14
   SampleAJ4_SampleAK7   SampleAJ4  0.817460   SampleAK7  0.881308  0.927553  14
   SampleAJ4_SampleAK8   SampleAJ4  0.875791   SampleAK8  0.828010  0.945443  20
   SampleAJ4_SampleAK9   SampleAJ4  0.803155   SampleAK9  0.771824  0.960990  28
  SampleAI8_SampleAK10   SampleAI8  0.798228  SampleAK10  0.893977  0.892895  19
   SampleAI8_SampleAL0   SampleAI8  0.721445   SampleAL0  0.759322  0.950118  15
   SampleAI8_SampleAL1   SampleAI8  0.849878   SampleAL1  0.769199  0.905070  18
   SampleAI8_SampleAL2   SampleAI8  0.693943   SampleAL2  0.788506  0.880074  19
   SampleAI8_SampleAL3   SampleAI8  0.804014   SampleAL3  0.785592  0.977087  18
   SampleAI8_SampleAL4   SampleAI8  0.823663   SampleAL4  0.825500  0.997775  17
   SampleAI8_SampleAL5   SampleAI8  0.803910   SampleAL5  0.707367  0.879908  18
   SampleAI8_SampleAL6   SampleAI8  0.822683   SampleAL6  0.810965  0.985757  21
  SampleAI9_SampleAK10   SampleAI9  0.737503  SampleAK10  0.778414  0.947444  25
   SampleAI9_SampleAL0   SampleAI9  0.877240   SampleAL0  0.705698  0.804452  18
   SampleAI9_SampleAL1   SampleAI9  0.748528   SampleAL1  0.742277  0.991650  27
   SampleAI9_SampleAL2   SampleAI9  0.677594   SampleAL2  0.705355  0.960641  27
   SampleAI9_SampleAL3   SampleAI9  0.697163   SampleAL3  0.844933  0.825111  19
   SampleAI9_SampleAL4   SampleAI9  0.752583   SampleAL4  0.848829  0.886614  26
   SampleAI9_SampleAL5   SampleAI9  0.728275   SampleAL5  0.848318  0.858493  25
   SampleAI9_SampleAL6   SampleAI9  0.790842   SampleAL6  0.685063  0.866246  31
  SampleAI10_SampleAL0  SampleAI10  0.791067   SampleAL0  0.838340  0.943611  22
  SampleAI10_SampleAL1  SampleAI10  0.687355   SampleAL1  0.673623  0.980021  21
  SampleAI10_SampleAL2  SampleAI10  0.822000   SampleAL2  0.829048  0.991499  17
  SampleAI10_SampleAL3  SampleAI10  0.878405   SampleAL3  0.771058  0.877793  25
  SampleAI10_SampleAL4  SampleAI10  0.799395   SampleAL4  0.689756  0.862847  22
  SampleAI10_SampleAL5  SampleAI10  0.895152   SampleAL5  0.831452  0.928839  16
  SampleAJ0_SampleAK10   SampleAJ0  0.927987  SampleAK10  0.825080  0.889107  20
   SampleAJ0_SampleAL0   SampleAJ0  0.889314   SampleAL0  0.760688  0.855366  21
   SampleAJ0_SampleAL1   SampleAJ0  0.801589   SampleAL1  0.735468  0.917513  17
   SampleAJ0_SampleAL3   SampleAJ0  0.752493   SampleAL3  0.692932  0.920850  18
   SampleAJ0_SampleAL5   SampleAJ0  0.796072   SampleAL5  0.750714  0.943023  23
   SampleAJ0_SampleAL6   SampleAJ0  0.837390   SampleAL6  0.866859  0.966005  15
  SampleAJ1_SampleAK10   SampleAJ1  0.744134  SampleAK10  0.734174  0.986615  24
   SampleAJ1_SampleAL0   SampleAJ1  0.704460   SampleAL0  0.700940  0.995002  21
   SampleAJ1_SampleAL1   SampleAJ1  0.883503   SampleAL1  0.762764  0.863340  20
   SampleAJ1_SampleAL2   SampleAJ1  0.722081   SampleAL2  0.710358  0.983764  20
   SampleAJ1_SampleAL3   SampleAJ1  0.810700   SampleAL3  0.700309  0.863833  26
   SampleAJ1_SampleAL4   SampleAJ1  0.707711   SampleAL4  0.802383  0.882012  17
   SampleAJ1_SampleAL5   SampleAJ1  0.774635   SampleAL5  0.718715  0.927811  18
   SampleAJ1_SampleAL6   SampleAJ1  0.796781   SampleAL6  0.774354  0.971854  26
   SampleAJ2_SampleAL0   SampleAJ2  0.872971   SampleAL0  0.777779  0.890956  20
   SampleAJ2_SampleAL1   SampleAJ2  0.802944   SampleAL1  0.895040  0.897103  22
   SampleAJ2_SampleAL2   SampleAJ2  0.758371   SampleAL2  0.799274  0.948825  17
   SampleAJ2_SampleAL3   SampleAJ2  0.844781   SampleAL3  0.706990  0.836891  13
   SampleAJ2_SampleAL4   SampleAJ2  0.774194   SampleAL4  0.733315  0.947197  16
   SampleAJ2_SampleAL5   SampleAJ2  0.838628   SampleAL5  0.764971  0.912169  22
   SampleAJ2_SampleAL6   SampleAJ2  0.843544   SampleAL6  0.847301  0.995565  16
  SampleAJ3_SampleAK10   SampleAJ3  0.845866  SampleAK10  0.747258  0.883423  23
   SampleAJ3_SampleAL0   SampleAJ3  0.856046   SampleAL0  0.721365  0.842670  18
   SampleAJ3_SampleAL1   SampleAJ3  0.707029   SampleAL1  0.750082  0.942602  17
   SampleAJ3_SampleAL2   SampleAJ3  0.871720   SampleAL2  0.785452  0.901037  23
   SampleAJ3_SampleAL3   SampleAJ3  0.796249   SampleAL3  0.814125  0.978042  19
   SampleAJ3_SampleAL4   SampleAJ3  0.812029   SampleAL4  0.839234  0.967583  18
   SampleAJ3_SampleAL5   SampleAJ3  0.814273   SampleAL5  0.777660  0.955035  20
   SampleAJ3_SampleAL6   SampleAJ3  0.714555   SampleAL6  0.699648  0.979138  15
  SampleAJ4_SampleAK10   SampleAJ4  0.735704  SampleAK10  0.738296  0.996490  18
   SampleAJ4_SampleAL0   SampleAJ4  0.824599   SampleAL0  0.797692  0.967370  18
   SampleAJ4_SampleAL1   SampleAJ4  0.909482   SampleAL1  0.927346  0.980737  17
   SampleAJ4_SampleAL2   SampleAJ4  0.708868   SampleAL2  0.781665  0.906869  18
   SampleAJ4_SampleAL3   SampleAJ4  0.751753   SampleAL3  0.816067  0.921190  13
   SampleAJ4_SampleAL5   SampleAJ4  0.812628   SampleAL5  0.659185  0.811177  20
   SampleAI8_SampleAL7   SampleAI8  0.830727   SampleAL7  0.848421  0.979145  18
   SampleAI8_SampleAL8   SampleAI8  0.872935   SampleAL8  0.834545  0.956022  16
   SampleAI8_SampleAL9   SampleAI8  0.772799   SampleAL9  0.806222  0.958544  17
  SampleAI8_SampleAL10   SampleAI8  0.776555  SampleAL10  0.759994  0.978674  20
   SampleAI8_SampleAM0   SampleAI8  0.870900   SampleAM0  0.750348  0.861578  21
   SampleAI8_SampleAM1   SampleAI8  0.817162   SampleAM1  0.785511  0.961267  16
   SampleAI8_SampleAM2   SampleAI8  0.794790   SampleAM2  0.794248  0.999318  20
   SampleAI8_SampleAM3   SampleAI8  0.780237   SampleAM3  0.842241  0.926382  31
   SampleAI9_SampleAL7   SampleAI9  0.803593   SampleAL7  0.771855  0.960504  21
   SampleAI9_SampleAL8   SampleAI9  0.813406   SampleAL8  0.798384  0.981531  21
   SampleAI9_SampleAL9   SampleAI9  0.841664   SampleAL9  0.873072  0.964026  23
  SampleAI9_SampleAL10   SampleAI9  0.835132  SampleAL10  0.851428  0.980860  22
   SampleAI9_SampleAM0   SampleAI9  0.824690   SampleAM0  0.911932  0.904332  20
   SampleAI9_SampleAM1   SampleAI9  0.759399   SampleAM1  0.747263  0.984020  26
   SampleAI9_SampleAM2   SampleAI9  0.836466   SampleAM2  0.894110  0.935530  22
   SampleAI9_SampleAM3   SampleAI9  0.778531   SampleAM3  0.809855  0.961321  18
  SampleAI10_SampleAL7  SampleAI10  0.815092   SampleAL7  0.960069  0.848993  15
  SampleAI10_SampleAL8  SampleAI10  0.693999   SampleAL8  0.703076  0.987090  18
  SampleAI10_SampleAL9  SampleAI10  0.859491   SampleAL9  0.831526  0.967464  25
 SampleAI10_SampleAL10  SampleAI10  0.942987  SampleAL10  0.877364  0.930410  15
  SampleAI10_SampleAM0  SampleAI10  0.823080   SampleAM0  0.747566  0.908254  23
  SampleAI10_SampleAM1  SampleAI10  0.819634   SampleAM1  0.845215  0.969735  18
  SampleAI10_SampleAM2  SampleAI10  0.843082   SampleAM2  0.806409  0.956502  18
  SampleAI10_SampleAM3  SampleAI10  0.802426   SampleAM3  0.809421  0.991358  23
   SampleAJ0_SampleAL7   SampleAJ0  0.759558   SampleAL7  0.834950  0.909705  18
   SampleAJ0_SampleAL8   SampleAJ0  0.860580   SampleAL8  0.863755  0.996324  15
   SampleAJ0_SampleAL9   SampleAJ0  0.857824   SampleAL9  0.820580  0.956583  18
  SampleAJ0_SampleAL10   SampleAJ0  0.810694  SampleAL10  0.895255  0.905545  21
   SampleAJ0_SampleAM0   SampleAJ0  0.864172   SampleAM0  0.816203  0.944491  19
   SampleAJ0_SampleAM1   SampleAJ0  0.882183   SampleAM1  0.833016  0.944267  27
   SampleAJ0_SampleAM2   SampleAJ0  0.893985   SampleAM2  0.827491  0.925621  28
   SampleAJ0_SampleAM3   SampleAJ0  0.835201   SampleAM3  0.799341  0.957063  23
   SampleAJ1_SampleAL7   SampleAJ1  0.870500   SampleAL7  0.824564  0.947231  22
   SampleAJ1_SampleAL8   SampleAJ1  0.830787   SampleAL8  0.893539  0.929771  19
   SampleAJ1_SampleAL9   SampleAJ1  0.789215   SampleAL9  0.885698  0.891065  21
  SampleAJ1_SampleAL10   SampleAJ1  0.870802  SampleAL10  0.697829  0.801363  24
   SampleAJ1_SampleAM0   SampleAJ1  0.821590   SampleAM0  0.953193  0.861935  15
   SampleAJ1_SampleAM1   SampleAJ1  0.826927   SampleAM1  0.707041  0.855022  24
   SampleAJ1_SampleAM2   SampleAJ1  0.771049   SampleAM2  0.878986  0.877203  28
   SampleAJ1_SampleAM3   SampleAJ1  0.788794   SampleAM3  0.782126  0.991546  22
   SampleAJ2_SampleAL7   SampleAJ2  0.804789   SampleAL7  0.752083  0.934510  22
   SampleAJ2_SampleAL8   SampleAJ2  0.806821   SampleAL8  0.882023  0.914740  15
   SampleAJ2_SampleAL9   SampleAJ2  0.811231   SampleAL9  0.781023  0.962763  12
  SampleAJ2_SampleAL10   SampleAJ2  0.876335  SampleAL10  0.755738  0.862385  18
   SampleAJ2_SampleAM0   SampleAJ2  0.903824   SampleAM0  0.842421  0.932063  17
   SampleAJ2_SampleAM1   SampleAJ2  0.846042   SampleAM1  0.896507  0.943710  18
   SampleAJ2_SampleAM2   SampleAJ2  0.758988   SampleAM2  0.764048  0.993378  16
   SampleAJ2_SampleAM3   SampleAJ2  0.788825   SampleAM3  0.865539  0.911369  27
   SampleAJ3_SampleAL7   SampleAJ3  0.724105   SampleAL7  0.701079  0.968201  17
   SampleAJ3_SampleAL8   SampleAJ3  0.735473   SampleAL8  0.680993  0.925925  19
   SampleAJ3_SampleAL9   SampleAJ3  0.810698   SampleAL9  0.768452  0.947889  20
  SampleAJ3_SampleAL10   SampleAJ3  0.693545  SampleAL10  0.806743  0.859685  22
   SampleAJ3_SampleAM0   SampleAJ3  0.888671   SampleAM0  0.827234  0.930867  20
   SampleAJ3_SampleAM2   SampleAJ3  0.797301   SampleAM2  0.910334  0.875834  12
   SampleAJ3_SampleAM3   SampleAJ3  0.718376   SampleAM3  0.899199  0.798907  14
   SampleAJ4_SampleAL7   SampleAJ4  0.807340   SampleAL7  0.792125  0.981154  18
   SampleAJ4_SampleAL8   SampleAJ4  0.821493   SampleAL8  0.863352  0.951516  12
   SampleAJ4_SampleAL9   SampleAJ4  0.693322   SampleAL9  0.832541  0.832778  18
  SampleAJ4_SampleAL10   SampleAJ4  0.793019  SampleAL10  0.682017  0.860026  17
   SampleAJ4_SampleAM0   SampleAJ4  0.807186   SampleAM0  1.000000  0.807186  17
   SampleAJ4_SampleAM1   SampleAJ4  0.809473   SampleAM1  0.884350  0.915331  23
   SampleAJ4_SampleAM2   SampleAJ4  0.865016   SampleAM2  0.806198  0.932003  23
   SampleAJ4_SampleAM3   SampleAJ4  0.784107   SampleAM3  0.731248  0.932587  28
   SampleAI8_SampleAM4   SampleAI8  0.760783   SampleAM4  0.818182  0.929846  24
   SampleAI8_SampleAM5   SampleAI8  0.827531   SampleAM5  0.867371  0.954067  21
   SampleAI8_SampleAM6   SampleAI8  0.871717   SampleAM6  0.847053  0.971705  20
   SampleAI8_SampleAM7   SampleAI8  0.692756   SampleAM7  0.689709  0.995601  19
   SampleAI8_SampleAM8   SampleAI8  0.781911   SampleAM8  0.764851  0.978182  21
   SampleAI8_SampleAM9   SampleAI8  0.869250   SampleAM9  0.800183  0.920544  39
  SampleAI8_SampleAM10   SampleAI8  0.899854  SampleAM10  0.726353  0.807189  21
   SampleAI8_SampleAN0   SampleAI8  0.707211   SampleAN0  0.751042  0.941640  20
   SampleAI9_SampleAM4   SampleAI9  0.777416   SampleAM4  0.869466  0.894131  29
   SampleAI9_SampleAM5   SampleAI9  0.703495   SampleAM5  0.726456  0.968393  22
   SampleAI9_SampleAM6   SampleAI9  0.832938   SampleAM6  0.743777  0.892956  22
   SampleAI9_SampleAM7   SampleAI9  0.748785   SampleAM7  0.786126  0.952499  30
   SampleAI9_SampleAM8   SampleAI9  0.805138   SampleAM8  0.912813  0.882041  22
   SampleAI9_SampleAM9   SampleAI9  0.837955   SampleAM9  0.732349  0.873971  18
  SampleAI9_SampleAM10   SampleAI9  0.826255  SampleAM10  0.808915  0.979013  28
  SampleAI10_SampleAM4  SampleAI10  0.721692   SampleAM4  0.782184  0.922662  23
  SampleAI10_SampleAM5  SampleAI10  0.796446   SampleAM5  0.816402  0.975556  27
  SampleAI10_SampleAM6  SampleAI10  0.835099   SampleAM6  0.785524  0.940637  28
  SampleAI10_SampleAM7  SampleAI10  0.824726   SampleAM7  0.785342  0.952246  23
  SampleAI10_SampleAM8  SampleAI10  0.861677   SampleAM8  0.931547  0.924995  14
  SampleAI10_SampleAM9  SampleAI10  0.766307   SampleAM9  0.791122  0.968634  27
 SampleAI10_SampleAM10  SampleAI10  0.850349  SampleAM10  0.740058  0.870299  26
  SampleAI10_SampleAN0  SampleAI10  0.744959   SampleAN0  0.739654  0.992879  15
   SampleAJ0_SampleAM4   SampleAJ0  0.777402   SampleAM4  0.785757  0.989366  20
   SampleAJ0_SampleAM5   SampleAJ0  0.833863   SampleAM5  0.773673  0.927817  23
   SampleAJ0_SampleAM6   SampleAJ0  0.866738   SampleAM6  0.842717  0.972286  33
   SampleAJ0_SampleAM7   SampleAJ0  0.889726   SampleAM7  0.788500  0.886227  21
   SampleAJ0_SampleAM8   SampleAJ0  0.845874   SampleAM8  0.775427  0.916717  25
   SampleAJ0_SampleAM9   SampleAJ0  0.919199   SampleAM9  0.779194  0.847689  21
  SampleAJ0_SampleAM10   SampleAJ0  0.855304  SampleAM10  0.729319  0.852701  26
   SampleAJ0_SampleAN0   SampleAJ0  0.877378   SampleAN0  0.863934  0.984677  20
   SampleAJ1_SampleAM4   SampleAJ1  0.800992   SampleAM4  0.811675  0.986838  18
   SampleAJ1_SampleAM5   SampleAJ1  0.744588   SampleAM5  0.847564  0.878504  18
   SampleAJ1_SampleAM6   SampleAJ1  0.850906   SampleAM6  0.795195  0.934527  22
   SampleAJ1_SampleAM7   SampleAJ1  0.716989   SampleAM7  0.729259  0.983175  23
   SampleAJ1_SampleAM8   SampleAJ1  0.795105   SampleAM8  0.840736  0.945725  24
   SampleAJ1_SampleAM9   SampleAJ1  0.689750   SampleAM9  0.814561  0.846776  24
  SampleAJ1_SampleAM10   SampleAJ1  0.767690  SampleAM10  0.789833  0.971965  24
   SampleAJ1_SampleAN0   SampleAJ1  0.823724   SampleAN0  0.789755  0.958761  21
   SampleAJ2_SampleAM4   SampleAJ2  0.904624   SampleAM4  0.844681  0.933737  16
   SampleAJ2_SampleAM5   SampleAJ2  0.852980   SampleAM5  0.784874  0.920156  15
   SampleAJ2_SampleAM6   SampleAJ2  0.761252   SampleAM6  0.870550  0.874449  15
   SampleAJ2_SampleAM7   SampleAJ2  0.795966   SampleAM7  0.850474  0.935909  19
   SampleAJ2_SampleAM8   SampleAJ2  0.795146   SampleAM8  0.882984  0.900521  13
   SampleAJ2_SampleAM9   SampleAJ2  0.809901   SampleAM9  0.887361  0.912707  29
  SampleAJ2_SampleAM10   SampleAJ2  0.772202  SampleAM10  0.759879  0.984042  20
   SampleAJ2_SampleAN0   SampleAJ2  0.942636   SampleAN0  0.941418  0.998708  11
   SampleAJ3_SampleAM4   SampleAJ3  0.820546   SampleAM4  0.920099  0.891802  13
   SampleAJ3_SampleAM5   SampleAJ3  0.905574   SampleAM5  0.945148  0.958129  14
   SampleAJ3_SampleAM6   SampleAJ3  0.829843   SampleAM6  0.975665  0.850541  27
   SampleAJ3_SampleAM7   SampleAJ3  0.660043   SampleAM7  0.656934  0.995289  23
   SampleAJ3_SampleAM9   SampleAJ3  0.915606   SampleAM9  0.916597  0.998919  18
  SampleAJ3_SampleAM10   SampleAJ3  0.778611  SampleAM10  0.814549  0.955879  19
   SampleAJ3_SampleAN0   SampleAJ3  0.735622   SampleAN0  0.846488  0.869028  16
   SampleAJ4_SampleAM4   SampleAJ4  0.769090   SampleAM4  0.784941  0.979806  15
   SampleAJ4_SampleAM5   SampleAJ4  0.760355   SampleAM5  0.815211  0.932709  19
   SampleAJ4_SampleAM6   SampleAJ4  0.795000   SampleAM6  0.925648  0.858857  19
   SampleAJ4_SampleAM7   SampleAJ4  0.777630   SampleAM7  0.778405  0.999004  19
   SampleAJ4_SampleAM8   SampleAJ4  0.903057   SampleAM8  0.895895  0.992069  16
   SampleAJ4_SampleAM9   SampleAJ4  0.886050   SampleAM9  0.810140  0.914327  23
  SampleAJ4_SampleAM10   SampleAJ4  0.671297  SampleAM10  0.829338  0.809436  18
   SampleAJ4_SampleAN0   SampleAJ4  0.894404   SampleAN0  0.871486  0.974377  18
   SampleAI8_SampleAN1   SampleAI8  0.867610   SampleAN1  0.803262  0.925833  18
   SampleAI8_SampleAN2   SampleAI8  0.670649   SampleAN2  0.764990  0.876676  20
   SampleAI8_SampleAN3   SampleAI8  0.734057   SampleAN3  0.837959  0.876006  22
   SampleAI8_SampleAN4   SampleAI8  0.802283   SampleAN4  0.918833  0.873154  17
   SampleAI8_SampleAN5   SampleAI8  0.748262   SampleAN5  0.703317  0.939934  27
   SampleAI8_SampleAN6   SampleAI8  0.772131   SampleAN6  0.906642  0.851638  17
   SampleAI8_SampleAN7   SampleAI8  0.723792   SampleAN7  0.771354  0.938339  25
   SampleAI8_SampleAN8   SampleAI8  0.852104   SampleAN8  0.907927  0.938516  17
   SampleAI9_SampleAN1   SampleAI9  0.740103   SampleAN1  0.839163  0.881954  23
   SampleAI9_SampleAN2   SampleAI9  0.804408   SampleAN2  0.881986  0.912042  17
   SampleAI9_SampleAN3   SampleAI9  0.872916   SampleAN3  0.856763  0.981495  15
   SampleAI9_SampleAN4   SampleAI9  0.813738   SampleAN4  0.894413  0.909801  17
   SampleAI9_SampleAN5   SampleAI9  0.726846   SampleAN5  0.794360  0.915009  16
   SampleAI9_SampleAN6   SampleAI9  0.700176   SampleAN6  0.739122  0.947308  22
   SampleAI9_SampleAN7   SampleAI9  0.678954   SampleAN7  0.774922  0.876158  27
   SampleAI9_SampleAN8   SampleAI9  0.772624   SampleAN8  0.687860  0.890290  20
  SampleAI10_SampleAN1  SampleAI10  1.000000   SampleAN1  0.890485  0.890485   9
  SampleAI10_SampleAN2  SampleAI10  0.727283   SampleAN2  0.809257  0.898704  15
  SampleAI10_SampleAN3  SampleAI10  0.694091   SampleAN3  0.852658  0.814032  17
  SampleAI10_SampleAN4  SampleAI10  0.837769   SampleAN4  0.890369  0.940924  17
  SampleAI10_SampleAN5  SampleAI10  0.849329   SampleAN5  0.701019  0.825379  18
  SampleAI10_SampleAN6  SampleAI10  0.788986   SampleAN6  0.824009  0.957496  13
  SampleAI10_SampleAN7  SampleAI10  0.790885   SampleAN7  0.831230  0.951464  16
  SampleAI10_SampleAN8  SampleAI10  0.890309   SampleAN8  0.891399  0.998777  14
   SampleAJ0_SampleAN1   SampleAJ0  0.782904   SampleAN1  0.819494  0.955351  13
   SampleAJ0_SampleAN2   SampleAJ0  0.826767   SampleAN2  0.690141  0.834747  17
   SampleAJ0_SampleAN3   SampleAJ0  0.859324   SampleAN3  0.884909  0.971087  13
   SampleAJ0_SampleAN4   SampleAJ0  0.761732   SampleAN4  0.835239  0.911993  19
   SampleAJ0_SampleAN5   SampleAJ0  0.792946   SampleAN5  0.720068  0.908092  22
   SampleAJ0_SampleAN6   SampleAJ0  0.811154   SampleAN6  0.828996  0.978478  20
   SampleAJ0_SampleAN7   SampleAJ0  0.713642   SampleAN7  0.811765  0.879124  22
   SampleAJ0_SampleAN8   SampleAJ0  0.862476   SampleAN8  0.729088  0.845342  10
   SampleAJ1_SampleAN1   SampleAJ1  0.793030   SampleAN1  0.761368  0.960075  21
   SampleAJ1_SampleAN2   SampleAJ1  0.741400   SampleAN2  0.832860  0.890185  21
   SampleAJ1_SampleAN3   SampleAJ1  0.783294   SampleAN3  0.940643  0.832722  19
   SampleAJ1_SampleAN4   SampleAJ1  0.715492   SampleAN4  0.708707  0.990517  22
   SampleAJ1_SampleAN5   SampleAJ1  0.779695   SampleAN5  0.801260  0.973086  23
   SampleAJ1_SampleAN6   SampleAJ1  0.772245   SampleAN6  0.803225  0.961431  14
   SampleAJ1_SampleAN7   SampleAJ1  0.754926   SampleAN7  0.727221  0.963301  24
   SampleAJ1_SampleAN8   SampleAJ1  0.929655   SampleAN8  0.758257  0.815633  19
   SampleAJ2_SampleAN1   SampleAJ2  0.772070   SampleAN1  0.670517  0.868466  14
   SampleAJ2_SampleAN2   SampleAJ2  0.834406   SampleAN2  0.876521  0.951952  16
   SampleAJ2_SampleAN3   SampleAJ2  0.740369   SampleAN3  0.872109  0.848941  18
   SampleAJ2_SampleAN4   SampleAJ2  0.839614   SampleAN4  0.786261  0.936455  11
   SampleAJ2_SampleAN5   SampleAJ2  0.868793   SampleAN5  0.912848  0.951739  12
   SampleAJ2_SampleAN6   SampleAJ2  0.834820   SampleAN6  0.833687  0.998643  18
   SampleAJ2_SampleAN7   SampleAJ2  0.727063   SampleAN7  0.745152  0.975724  16
   SampleAJ2_SampleAN8   SampleAJ2  0.897812   SampleAN8  0.809712  0.901872  13
   SampleAJ3_SampleAN1   SampleAJ3  0.811350   SampleAN1  0.726707  0.895676  11
   SampleAJ3_SampleAN2   SampleAJ3  0.753863   SampleAN2  0.847878  0.889117  16
   SampleAJ3_SampleAN4   SampleAJ3  0.880033   SampleAN4  0.907475  0.969760  13
   SampleAJ3_SampleAN5   SampleAJ3  0.788485   SampleAN5  0.926111  0.851394  17
   SampleAJ3_SampleAN6   SampleAJ3  0.731906   SampleAN6  0.771336  0.948881  16
   SampleAJ3_SampleAN7   SampleAJ3  0.741790   SampleAN7  0.852067  0.870577  16
   SampleAJ3_SampleAN8   SampleAJ3  0.859555   SampleAN8  0.800510  0.931307  16
   SampleAJ4_SampleAN1   SampleAJ4  0.896335   SampleAN1  0.843694  0.941271  10
   SampleAJ4_SampleAN2   SampleAJ4  0.749864   SampleAN2  0.767734  0.976723  22
   SampleAJ4_SampleAN3   SampleAJ4  0.927889   SampleAN3  0.929012  0.998792  19
   SampleAJ4_SampleAN4   SampleAJ4  0.878244   SampleAN4  0.769444  0.876117  17
   SampleAJ4_SampleAN5   SampleAJ4  0.716184   SampleAN5  0.801761  0.893264  20
   SampleAJ4_SampleAN6   SampleAJ4  0.785204   SampleAN6  0.916432  0.856806  17
   SampleAJ4_SampleAN7   SampleAJ4  0.718373   SampleAN7  0.742353  0.967697  21
   SampleAJ4_SampleAN8   SampleAJ4  0.926806   SampleAN8  0.797740  0.860741  17
   SampleAI8_SampleAN9   SampleAI8  0.857825   SampleAN9  0.773467  0.901660  15
  SampleAI8_SampleAN10   SampleAI8  0.760425  SampleAN10  0.755877  0.994018  21
   SampleAI8_SampleAO0   SampleAI8  0.949244   SampleAO0  0.926385  0.975919  53
   SampleAI8_SampleAO1   SampleAI8  0.777454   SampleAO1  0.800188  0.971589  22
   SampleAI8_SampleAO2   SampleAI8  0.826239   SampleAO2  0.879431  0.939516  42
   SampleAI8_SampleAO3   SampleAI8  0.843746   SampleAO3  0.790700  0.937131  21
   SampleAI8_SampleAO4   SampleAI8  0.912757   SampleAO4  0.771661  0.845419  43
   SampleAI8_SampleAO5   SampleAI8  0.874204   SampleAO5  0.714569  0.817395  45
   SampleAI9_SampleAN9   SampleAI9  0.758511   SampleAN9  0.751667  0.990977  15
  SampleAI9_SampleAN10   SampleAI9  0.669224  SampleAN10  0.773845  0.864804  25
   SampleAI9_SampleAO0   SampleAI9  0.740037   SampleAO0  0.827824  0.893955  21
   SampleAI9_SampleAO1   SampleAI9  0.812407   SampleAO1  0.750876  0.924261  23
   SampleAI9_SampleAO2   SampleAI9  0.716481   SampleAO2  0.864410  0.828867  14
   SampleAI9_SampleAO3   SampleAI9  0.697310   SampleAO3  0.672945  0.965059  19
   SampleAI9_SampleAO4   SampleAI9  0.816657   SampleAO4  0.862396  0.946962  13
   SampleAI9_SampleAO5   SampleAI9  0.795038   SampleAO5  0.822818  0.966239  20
  SampleAI10_SampleAN9  SampleAI10  0.806859   SampleAN9  0.910107  0.886554  17
 SampleAI10_SampleAN10  SampleAI10  0.837050  SampleAN10  0.716807  0.856349  14
  SampleAI10_SampleAO0  SampleAI10  0.913112   SampleAO0  0.777220  0.851178  37
  SampleAI10_SampleAO1  SampleAI10  0.779667   SampleAO1  0.810570  0.961875  23
  SampleAI10_SampleAO2  SampleAI10  0.810750   SampleAO2  0.794824  0.980356  44
  SampleAI10_SampleAO3  SampleAI10  0.756490   SampleAO3  0.793239  0.953673  20
